stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min),PR_norm,Degree_norm,Distance_norm,Routes_norm,Accessibility,LMCI,Betweenness_norm,PageRank_norm,Trips_norm,LMCI Category
Gokul Puri,28.70175,77.28245,43,43,0.0012619888944977,0.000359372306147,0.0002243346191577,"Gokul Puri (50 m), C 4 Yamuna Vihar Crossing (78 m), c block gokul puri (85 m), C4 Yamuna Vihar Crossing (170 m), C4 Yamuna Vihar Crossing (176 m)",Gokulpuri,Pink Line,368.02,4.42,0.10402429885611737,0.1600000000000038,0.021358725120369355,0.12650602409638553,0.9786412748796306,0.363,0.003050194123268968,0.10402429885611737,0.12650602409638553,Poor
C 4 Yamuna Vihar,28.702199,77.278463,103,103,0.0035335689045936,0.0078767410389426,0.0006138644490287,"C 4 Yamuna Vihar (12 m), C 4 Yamuna Vihar (27 m), C 4 Yamuna Vihar (26 m), c block gokul puri (310 m), Yamuna Vihar Brij Puri (328 m)",Gokulpuri,Pink Line,749.36,8.99,0.3267140539481057,0.5200000000000045,0.04354415327225465,0.30722891566265065,0.9564558467277453,0.503,0.0668543146384425,0.3267140539481057,0.30722891566265065,Moderate
Yamuna Vihar Brijpuri,28.702588,77.273744,52,52,0.0012619888944977,6.080989619119751e-05,0.0001848758577896,"Yamuna Vihar Brij Puri (140 m), B-Block Yamuna Vihar (239 m), B-Block Yamuna Vihar (306 m), B-Block Yamuna Vihar (394 m), Yamuna Vihar Cluster Depot (472 m)",Shyam Park,Red Line,664.67,7.98,0.08146617562276862,0.1600000000000038,0.03861709628850481,0.1536144578313253,0.9613829037114952,0.356,0.0005161276615541874,0.08146617562276862,0.1536144578313253,Poor
B-Block Yamuna Vihar,28.702752,77.271309,99,99,0.0022715800100959,0.0048342289168955,0.0002914172152006,"B-Block Yamuna Vihar (74 m), B-Block Yamuna Vihar (155 m), Yamuna Vihar Brijpuri (239 m), Yamuna Vihar Brij Puri (376 m), Yamuna Vihar Cluster Depot (462 m)",Shyam Park,Red Line,518.1,6.22,0.1423746528936384,0.3200000000000076,0.030090012310370264,0.29518072289156627,0.9699099876896298,0.425,0.04103080949932751,0.1423746528936384,0.29518072289156627,Poor
Bhajanpura,28.703406,77.26393,89,89,0.0020191822311963,0.0063050715307162,0.0003781673007813,"Bhajanpura (9 m), Bhajanpura (23 m), Bhajanpura (68 m), Bhajan Pura (78 m), Chand Bagh (103 m)",Shyam Park,Red Line,675.34,8.1,0.1919686860863537,0.27999999999999875,0.03923785078155725,0.26506024096385544,0.9607621492184427,0.426,0.05351467489516115,0.1919686860863537,0.26506024096385544,Poor
Khajuri,28.704661,77.25441,103,103,0.0030287733467945,0.0245426737240509,0.0005798217091174,"Khajuri (14 m), Khajuri Pusta (197 m), Khajuri (194 m), Khajuri Circle (208 m), Khajuri (216 m)",Shyam Park,Red Line,1518.87,18.23,0.30725220832766065,0.44000000000000256,0.08831236226464269,0.30722891566265065,0.9116876377353573,0.494,0.208307423476829,0.30725220832766065,0.30722891566265065,Poor
Rajeev Nagar (Signature Bridge),28.704951,77.248677,35,35,0.0012619888944977,0.0001495569066108,0.0002236225129716,"Rajeev Nagar (134 m), Gurudwara Nanak Sar Crossing (Signature Bridge) (154 m), Nanaksar Gurudwara Crossing (176 m), Gurudwara Nanak Sar Crossing (Signature Bridge) (188 m), Rajeev Nagar (Wazirabad Road) (265 m)",Shyam Park,Red Line,2049.94,24.6,0.10361719588216899,0.1600000000000038,0.1192087154628955,0.10240963855421688,0.8807912845371045,0.33,0.0012693732650950298,0.10361719588216899,0.10240963855421688,Poor
Gurudwara Nanak Sar,28.7092,77.240217,36,36,0.0025239777889954,0.0056877596494069,0.0005577241539706,"Gurudwara Nanak Sar (160 m), Gurudwara NanakSar (179 m), Gurudwara Nanak Sar Crossing (Signature Bridge) (784 m), Nanaksar Gurudwara Crossing (785 m), Gurudwara Nanak Sar Crossing (Signature Bridge) (826 m)",Vishwa Vidyalaya,Yellow Line,2944.81,35.34,0.29461928841648916,0.36000000000000065,0.17127006252923418,0.10542168674698796,0.8287299374707658,0.399,0.048275203070575055,0.29461928841648916,0.10542168674698796,Poor
Wazirabad Crossing GT Road,28.711795,77.226367,25,25,0.002776375567895,0.0128944974750459,0.0007127563209421,"Wazirabad Crossing GT Road (171 m), Wazirabad Crossing (179 m), Wazirabad Crossing (235 m), Nehru Vihar Crossing (300 m), Nehru Vihar Terminal (286 m)",Vishwa Vidyalaya,Yellow Line,2178.32,26.14,0.38324940772133637,0.4000000000000095,0.12667754974762577,0.07228915662650603,0.8733224502523742,0.445,0.10944282502615395,0.38324940772133637,0.07228915662650603,Poor
Gopal Pur / Jagat Pur Crossing,28.719164,77.223455,42,42,0.002776375567895,0.0089865452027443,0.0005976908264019,"Gopal Pur / Jagat Pur Crossing (41 m), gali no. 5 wazira bad jagatpur xing (74 m), Jagatpur Xing (399 m), Gandhi Vihar Crossing (525 m), Gandhi Vihar (667 m)",Vishwa Vidyalaya,Yellow Line,2806.97,33.68,0.3174677786040452,0.4000000000000095,0.16325086859086982,0.12349397590361448,0.8367491314091302,0.42,0.07627384441440334,0.3174677786040452,0.12349397590361448,Poor
Gandhi Vihar,28.722037,77.216299,38,38,0.0007571933366986,9.926060009776131e-05,0.0001725679482856,"Gandhi Vihar (118 m), Wazirabad Village (Burari) (190 m), Gandhi Vihar Crossing (245 m), Check Post (Burari) (324 m), Check Post (Burari) (346 m)",GTB Nagar,Yellow Line,2820.1,33.84,0.0744298843224392,0.0800000000000019,0.16401473986488843,0.11144578313253013,0.8359852601351115,0.298,0.0008424803300410635,0.0744298843224392,0.11144578313253013,Poor
CV Raman ITI,28.726629,77.203888,57,57,0.0017667844522968,0.0087803244559523,0.000461096719943,"CV Raman ITI (46 m), Hardev Nagar / Jharoda Crossing (Burari) (251 m), Hardev Nagar (Burari) (283 m), Hardev Nagar (Burari) (286 m), Hardev Nagar / Jharoda Crossing (Burari) (323 m)",Majlis Park,Pink Line,2155.68,25.87,0.23937848792144215,0.2400000000000057,0.12536040994231112,0.1686746987951807,0.8746395900576889,0.395,0.07452353338820032,0.23937848792144215,0.1686746987951807,Poor
Burari Crossing,28.728714,77.196368,47,47,0.0025239777889954,0.0093924968045416,0.0003934552414471,"Burari Crossing (118 m), sant sarover (197 m), Nirankari Sarover (199 m), Nirankari Sarovar Burari Xing (227 m), STA Burari (260 m)",Majlis Park,Pink Line,1485.09,17.82,0.20070862716828652,0.36000000000000065,0.08634712451625363,0.13855421686746988,0.9136528754837464,0.411,0.07971938311884444,0.20070862716828652,0.13855421686746988,Poor
Christian Kabristan,28.730349,77.189931,14,14,0.0012619888944977,0.0015804448169883,0.0002327756472269,"Christian Kabristan (47 m), Mukand Pur More (387 m), Mukund Pur Chowk (609 m), Mukundpur Crossing (640 m), Burari Crossing (654 m)",Majlis Park,Pink Line,1017.82,12.21,0.10884993820208803,0.1600000000000038,0.05916249921460302,0.0391566265060241,0.940837500785397,0.341,0.01341412070566377,0.10884993820208803,0.0391566265060241,Poor
Mukund Pur Crossing,28.732575,77.180985,15,15,0.0012619888944977,0.0036331237469557,0.000308680529644,"Mukundpur Crossing (294 m), Mukund Pur Chowk (305 m), Jahangir Puri Outer Ring Road (421 m), Jahangir Puri Outer Ring Road (489 m), Jahangir Puri Outer Ring Road (490 m)",Majlis Park,Pink Line,907.64,10.89,0.15224389260436832,0.1600000000000038,0.05275249639880945,0.04216867469879518,0.9472475036011906,0.357,0.030836356927125778,0.15224389260436832,0.04216867469879518,Poor
Jahangir Puri Outer Ring Road,28.734038,77.177008,43,43,0.0017667844522968,0.0017675204481581,0.0003693139518673,"Jahangir Puri Outer Ring Road (77 m), Jahangir Puri Outer Ring Road (79 m), Jag Jivan Ram Hospital (369 m), Jag Jivan Ram Hospital (372 m), Mukund Pur Crossing (421 m)",Majlis Park,Pink Line,1169.65,14.04,0.1869073276223421,0.2400000000000057,0.06799559712277092,0.12650602409638553,0.9320044028772291,0.384,0.015001936408322694,0.1869073276223421,0.12650602409638553,Poor
Jag Jivan Ram Hospital,28.735358,77.173505,39,39,0.000504795557799,3.6117488175448578e-06,8.872712585788888e-05,"Jag Jivan Ram Hospital (41 m), E Block Jahangir Puri Terminal (266 m), Jahangir Puri Outer Ring Road (307 m), Jahangir Puri Outer Ring Road (308 m), Jahangirpuri E-Block (392 m)",Majlis Park,Pink Line,1466.11,17.59,0.02649904364889964,0.03999999999999303,0.0852429145557911,0.11445783132530121,0.9147570854442089,0.304,3.065493592456369e-05,0.02649904364889964,0.11445783132530121,Poor
Bhalaswa Crossing,28.737484,77.165758,40,40,0.0012619888944977,0.0011909040780327,0.0002763399976057,"Bhalswa Village Crossing (181 m), Bhalaswa Crossing (222 m), Gujjar Chowk (419 m), Gujjar Chowk (426 m), Mukarba Chowk ORR (574 m)",Jahangirpuri,Yellow Line,1311.37,15.74,0.13375517978476556,0.1600000000000038,0.0762405199676998,0.11746987951807229,0.9237594800323002,0.354,0.010107870189381075,0.13375517978476556,0.11746987951807229,Poor
Mukarba Chowk ORR,28.736833,77.159933,33,33,0.0022715800100959,0.0048327290568295,0.0004595451046948,"Mukarba Chowk ORR (37 m), GTK ByPass (439 m), Mukarba Chowk (441 m), Mukarba Chowk (464 m), GTK ByPass (461 m)",Jahangirpuri,Yellow Line,1232.86,14.79,0.23849144720434715,0.3200000000000076,0.07167300026296253,0.0963855421686747,0.9283269997370375,0.407,0.04101807934655618,0.23849144720434715,0.0963855421686747,Poor
Mukarba Chowk,28.734723,77.155831,91,91,0.003281171125694,0.0137837734003556,0.0006000560347749,"GTK ByPass (25 m), GTK ByPass (34 m), Mukarba Chowk (40 m), Mukraba Chowk / Sanjay Gandhi Transport Nagar (448 m), GTK Bypass / Mukraba Chowk (444 m)",Haiderpur,Yellow Line,808.97,9.71,0.3188199412189066,0.47999999999999565,0.04701211722078846,0.27108433734939763,0.9529878827792115,0.496,0.1169906080771793,0.3188199412189066,0.27108433734939763,Poor
Haiderpur Metro Station,28.730847096264,77.1499037813005,133,133,0.002776375567895,0.0042380245453911,0.0004474654557547,"Haiderpur Metro Station (32 m), GTK Bypass / Mukraba Chowk (268 m), GTK Bypass / Mukraba Chowk (280 m), Badli Crossing (454 m), Badli Crossing (451 m)",Haiderpur,Yellow Line,94.14,1.13,0.23158564986153798,0.4000000000000095,0.005425056839469513,0.3975903614457832,0.9945749431605305,0.481,0.035970488937269174,0.23158564986153798,0.3975903614457832,Poor
Badli Crossing,28.728354,77.14621,115,115,0.003281171125694,0.011890567836979,0.0004818794838713,"Badli Crossing (38 m), Jail Road Rohini Sec 18 (296 m), Jail Road Rohini Sec 18 (314 m), Rohini Jail (316 m), Haider Pur Village (481 m)",Haiderpur,Yellow Line,368.33,4.42,0.25125975670863726,0.47999999999999565,0.02137676016187322,0.34337349397590367,0.9786232398381268,0.495,0.1009219116729847,0.25125975670863726,0.34337349397590367,Poor
PS Badli,28.724867,77.142388,31,31,0.0015143866733972,0.0003572335704713,0.0002642220662173,"PS Badli (33 m), Jail Road Rohini Sec 18 (279 m), Rohini Jail (281 m), Jail Road Rohini Sec 18 (309 m), Haidarpur Water Works (417 m)",Haiderpur,Yellow Line,899.32,10.79,0.1268274968034699,0.19999999999999685,0.05226845915586697,0.09036144578313254,0.947731540844133,0.36,0.0030320414752277544,0.1268274968034699,0.09036144578313254,Poor
Haider Pur Water Works,28.721333,77.140683,37,37,0.0020191822311963,0.0069745708739018,0.0004113050606192,"Haidarpur Water Works (38 m), Prashant Vihar FBlock (335 m), Prashant Vihar F-Block (343 m), PS Badli (426 m), PS Badli (451 m)",Shalimar Bagh,Pink Line,1083.91,13.01,0.21091316493420703,0.27999999999999875,0.06300745370812089,0.10843373493975905,0.9369925462918791,0.401,0.05919709095000829,0.21091316493420703,0.10843373493975905,Poor
Pitam Pura BV Block,28.71616,77.13964,29,29,0.0017667844522968,0.0004110952402257,0.000197038332744,"Pitam Pura BV Block (48 m), Uttri Pitam Pura (142 m), Prashant Vihar F-Block (272 m), Uttri Pitam Pura (307 m), Prashant Vihar FBlock (309 m)",Shalimar Bagh,Pink Line,1106.19,13.27,0.08841932365203439,0.2400000000000057,0.06430364959426974,0.08433734939759037,0.9356963504057303,0.352,0.00348919564583077,0.08841932365203439,0.08433734939759037,Poor
Uttri Pitam Pura,28.71348,77.13884,57,57,0.0035335689045936,0.0110333892195257,0.0006029333455905,"Prashant Vihar (40 m), Uttri Pitam Pura (171 m), Pitam Pura BV Block (307 m), Pitam Pura BV Block (337 m), Pitampura RU Block (380 m)",Pitam Pura,Red Line,1302.21,15.63,0.32046486695171034,0.5200000000000045,0.07570761358003718,0.1686746987951807,0.9242923864199628,0.475,0.09364655645827766,0.32046486695171034,0.1686746987951807,Poor
Pitampura Power House,28.707765,77.134558,34,34,0.0022715800100959,0.0009532869110032,0.0002686970927631,"Pitampura Power House (7 m), Power House Pitam Pura (11 m), RU Block Power House (72 m), Pitampura RU-Block (180 m), Ptampura Power House (220 m)",Pitam Pura,Red Line,547.11,6.57,0.1293858183724352,0.3200000000000076,0.031777743129812734,0.0993975903614458,0.9682222568701873,0.387,0.00809108015279786,0.1293858183724352,0.0993975903614458,Poor
Madhuban Chowk (Outer Ring Road),28.704931,77.132221,39,39,0.0037859666834931,0.0012932217145862,0.0005131374508643,"Madhuban Chowk (Outer Ring Road) (56 m), Madhuvan Chowk (204 m), Madhuban Chowk Pitampura Metro Stn (263 m), Madhuvan Chowk (252 m), Pitampura Metro Station Madhuban Chowk (308 m)",Pitam Pura,Red Line,184.38,2.21,0.2691295794553312,0.5599999999999975,0.010674999243691806,0.11445783132530121,0.9893250007563082,0.467,0.010976297300719468,0.2691295794553312,0.11445783132530121,Poor
Saraswati  Vihar C Block,28.700082,77.125333,58,58,0.0015143866733972,0.0019418453782451,0.0003215451208503,"Saraswati Vihar C Block (60 m), Madhuban Chowk Outer Ring Road (336 m), Madhuban Chowk Outer Ring Road (572 m), hanuman mandir sec 8 (611 m), Nav Durga Mandir (645 m)",Rohini East,Red Line,834.98,10.02,0.15959843247629088,0.19999999999999685,0.0485253153805161,0.1716867469879518,0.9514746846194839,0.384,0.016481529766507453,0.15959843247629088,0.1716867469879518,Poor
Deepali Chowk,28.69796,77.11962,33,33,0.0020191822311963,0.0044879592341261,0.0004493971806183,"Deepali Chowk (Saraswati Vihar) (53 m), Deepali Chowk Ring Road (66 m), Sharda Niketan / Bank Vihar (337 m), Sharda Niketan / Bank Vihar (337 m), Kali Mata Mandir (359 m)",Rohini East,Red Line,1237.96,14.86,0.23268999490469586,0.27999999999999875,0.07196970578447776,0.0963855421686747,0.9280302942155223,0.399,0.03809182468223534,0.23268999490469586,0.0963855421686747,Poor
Puspanjali Enclave,28.696165,77.111793,53,53,0.0007571933366986,1.0655032913880231e-05,0.0001307801210899,"Puspanjali Enclave (18 m), Puspanjali Enclave Rohini Depot 3 (115 m), Rohini Depot  3 (248 m), Rohini Depot III (300 m), Kali Mata Mandir (380 m)",Rohini East,Red Line,1881.8,22.58,0.05054026075466643,0.0800000000000019,0.10942674166141128,0.1566265060240964,0.8905732583385887,0.315,9.043523449428218e-05,0.05054026075466643,0.1566265060240964,Poor
Rohini Depot  3,28.695388,77.109414,54,54,0.0017667844522968,0.0011642523476897,0.0002264799817912,"Rohini Depot III (59 m), Police Line (175 m), Police Line (212 m), Puspanjali Enclave (244 m), Puspanjali Enclave (248 m)",Paschim Vihar West,Green Line,1983.51,23.8,0.10525077817246613,0.2400000000000057,0.11534398060127664,0.15963855421686746,0.8846560193987234,0.353,0.009881662020647239,0.10525077817246613,0.15963855421686746,Poor
Mangolpur Police Lines,28.6945,77.1066,3,3,0.0010095911155981,5.172527431833737e-06,8.582567464672031e-05,"Mangolpur School (10 m), Mangol Pur School (Outer Ring Road) (29 m), Mangol Pur School (Outer Ring Road) (56 m), Police Line (83 m), Mangol Pur School (Kanjhawla Road) (105 m)",Paschim Vihar West,Green Line,1807.79,21.69,0.024840317127645905,0.11999999999999496,0.10512102094624626,0.00602409638554217,0.8948789790537537,0.294,4.3902138548687104e-05,0.024840317127645905,0.00602409638554217,Poor
Mangol Puri B Block (ORR),28.689596,77.096796,84,84,0.002776375567895,0.0055054407127094,0.0004780972049748,"Mangol Puri B Block (ORR) (79 m), B Block Mangol Puri (142 m), B Block Mangol Puri (172 m), B-Block Mangolpuri (234 m), Vidhya Vihar (304 m)",Peera Garhi,Green Line,1157.08,13.89,0.249097471059217,0.4000000000000095,0.06726430527856575,0.25000000000000006,0.9327356947214342,0.447,0.046727760099140606,0.249097471059217,0.25000000000000006,Poor
Peera Garhi Chowk,28.678182,77.094671,270,270,0.0050479555779909,0.0065412368252471,0.0009125103202139,"Peera Garhi Chowk (14 m), Peera Garhi Chowk (175 m), Peera Garhi Chowk (182 m), Peera Garhi Chowk (236 m), Peera Garhi (237 m)",Peera Garhi,Green Line,265.23,3.18,0.49744648780430145,0.7600000000000101,0.015378654423006661,0.8102409638554217,0.9846213455769933,0.664,0.05551914207634561,0.49744648780430145,0.8102409638554217,Moderate
Peera Garhi Depot,28.675005,77.093956,88,88,0.0042907622412922,0.0120103266468228,0.0007599289708459,"Peera Garhi Depot (106 m), Peera Garhi Depot (110 m), Peera Garhi Depot (112 m), Bhairon Enclave (307 m), Peera Garhi Chowk (359 m)",Peera Garhi,Green Line,546.68,6.56,0.4102174729336879,0.6399999999999993,0.03175272678192027,0.2620481927710844,0.9682472732180797,0.544,0.10193837179455519,0.4102174729336879,0.2620481927710844,Moderate
P.Vihar Power Houe,28.6681,77.0929,42,42,0.0020191822311963,0.0015154419440317,0.0003309826588428,"power house (115 m), Guru Hari K N (143 m), power house (145 m), Pachim Vihar X-ing (157 m), Bheroan Enclave (158 m)",Peera Garhi,Green Line,1297.72,15.57,0.1649937651647198,0.27999999999999875,0.0754463963659973,0.12349397590361448,0.9245536036340027,0.381,0.012862404900921937,0.1649937651647198,0.12349397590361448,Poor
Sundar Apartments,28.665539,77.09239,32,32,0.0010095911155981,0.0020895784686517,0.0001778084232172,"Sunder Apartment (24 m), Sunder Vihar (199 m), Sunder Vihar (243 m), P.Vihar Power Houe (288 m), power house (401 m)",Peera Garhi,Green Line,1581.63,18.98,0.07742580399172405,0.11999999999999496,0.09196358550587709,0.09337349397590362,0.9080364144941229,0.326,0.017735423281569386,0.07742580399172405,0.09337349397590362,Poor
Sunder Vihar,28.66375,77.092192,64,64,0.0015143866733972,0.004717800075504,0.0003474976080358,"Sunder Vihar (57 m), Sunder Apartment (183 m), Sundar Apartments (199 m), P.Vihar Power Houe (487 m), Meera Bagh (542 m)",Peera Garhi,Green Line,1780.28,21.36,0.17443517300853947,0.19999999999999685,0.1035205564566612,0.1897590361445783,0.8964794435433387,0.377,0.04004261268583654,0.17443517300853947,0.1897590361445783,Poor
Meera Bagh,28.658924,77.091303,54,54,0.0015143866733972,1.2173638132886088e-05,0.0001614326701211,"Meera Bagh (31 m), Meera Bagh (37 m), Meera Bagh Apartments (173 m), Meera Bagh Apartment (197 m), Sunder Vihar (501 m)",Peera Garhi,Green Line,2318.42,27.82,0.068063972966806,0.19999999999999685,0.13482822495630864,0.15963855421686746,0.8651717750436914,0.331,0.00010332448788233409,0.068063972966806,0.15963855421686746,Poor
Meera Bagh Apartment,28.6572,77.0908,29,29,0.0015143866733972,0.0008484539283607,0.0002317003225828,"Meera Bagh Apartments (49 m), Meera Bagh (187 m), Meera Bagh (188 m), Meera Bagh (197 m), Keshopur Depot (557 m)",Tilak Nagar,Blue Line,2355.61,28.27,0.10823518738385594,0.19999999999999685,0.13699184816124024,0.08433734939759037,0.8630081518387598,0.33,0.007201303889820841,0.10823518738385594,0.08433734939759037,Poor
Keshopur Depot,28.652607,77.087634,65,65,0.0012619888944977,0.0016088454617192,0.0002918228888014,"Keshopur Depot (44 m), Sayed Nangloi (45 m), Meera Bagh Apartment (596 m), Meera Bagh Apartments (614 m), Major Bhupinder Singh Nagar (669 m)",Tilak Nagar,Blue Line,1979.5,23.75,0.14260657185819975,0.1600000000000038,0.11511068861279114,0.1927710843373494,0.8848893113872088,0.356,0.013655172890747299,0.14260657185819975,0.1927710843373494,Poor
Major Bhupinder Singh Nagar,28.647115,77.084796,33,33,0.0010095911155981,0.004978108815293,0.0001699164137422,"Major Bhupinder Singh Marg (26 m), CRPF Camp Keshopur (100 m), CRPF Camp (136 m), JG 3 Block Vikaspuri (430 m), Krishna Park (522 m)",Janakpuri East,Blue Line,1573.76,18.89,0.07291403230596273,0.11999999999999496,0.09150572816189183,0.0963855421686747,0.9084942718381082,0.33,0.042251998814814375,0.07291403230596273,0.0963855421686747,Poor
CRPF Camp,28.645917,77.084483,73,73,0.0042907622412922,0.0285771641445636,0.0008112252113294,"CRPF Camp Keshopur (55 m), Major Bhupinder Singh Marg (136 m), Major Bhupinder Singh Nagar (136 m), Krishna Park (388 m), Manohar Nagar (388 m)",Janakpuri East,Blue Line,1446.45,17.36,0.4395429477867777,0.6399999999999993,0.08409914385912654,0.21686746987951808,0.9159008561408735,0.55,0.24255040425342525,0.4395429477867777,0.21686746987951808,Moderate
Manohar Nagar,28.642478,77.083209,60,60,0.0012619888944977,0.0037897751923207,0.0002169672226727,"Krishna Park (40 m), Manohar Nagar (40 m), H-3 Vikas Puri (48 m), H 3 Vikas Puri (137 m), C-Block Vikas Puri (156 m)",Janakpuri East,Blue Line,1104.04,13.25,0.0998124424253697,0.1600000000000038,0.06417856785480744,0.17771084337349397,0.9358214321451925,0.361,0.03216594551779048,0.0998124424253697,0.17771084337349397,Poor
Krishna Park,28.639163,77.081872,60,60,0.0010095911155981,0.0012339427296872,0.0001775989659403,"Kangra Niketan (31 m), H 3 Vikas Puri (287 m), J Block Vikas Puri (265 m), G Block Vikas Puri (340 m), C-Block Vikas Puri (396 m)",Janakpuri East,Blue Line,831.58,9.98,0.07730605965863782,0.11999999999999496,0.04832751169950595,0.17771084337349397,0.951672488300494,0.351,0.010473163341091763,0.07730605965863782,0.17771084337349397,Poor
Kangra Niketan,28.635278,77.080741,56,56,0.0020191822311963,0.0052759478127917,0.0003701189450545,"District Centre Outer Ring Road (47 m), District Centre Outer Ring Road (279 m), Vikas Kunj (419 m), Kangra Niketan (434 m), G Block Vikas Puri (426 m)",Janakpuri East,Blue Line,639.22,7.67,0.18736753303399864,0.27999999999999875,0.03713647755859061,0.16566265060240964,0.9628635224414094,0.409,0.04477992526966827,0.18736753303399864,0.16566265060240964,Poor
District Centre Outer Ring Road,28.632805,77.08128,45,45,0.0020191822311963,0.000314924877068,0.0002202082141402,"Kangra Niketan (279 m), Janak Puri District Centre (284 m), District Centre Nazafgarh Road (293 m), Janak Puri West (298 m), District Centre Outer Ring Road (320 m)",Janakpuri West,Blue Line,538.74,6.47,0.10166528023343131,0.27999999999999875,0.03129079700920834,0.13253012048192772,0.9687092029907917,0.378,0.002672943888200147,0.10166528023343131,0.13253012048192772,Poor
Kashmere Gate City Bus Terminal,28.6681983763533,77.229219180468,9,9,0.000504795557799,0.0,6.164030796882056e-05,"Kashmere Gate City bus Terminal (35 m), ISBT Kashmiri Gate (63 m), ISBT Bridge (122 m), ISBT Kashmere Gate (125 m), ISBT Bridge (151 m)",Chandni Chowk,Yellow Line,854.54,10.25,0.011013819208102623,0.03999999999999303,0.04966326832185683,0.024096385542168676,0.9503367316781431,0.297,0.0,0.011013819208102623,0.024096385542168676,Poor
ISBT Nityanand Marg,28.668328,77.225017,332,332,0.0065623422513881,0.0373088789705818,0.0011876186468548,"ISBT Nityanand Marg (3 m), Nityanand Marg (4 m), ISBT Nityanand Marg (7 m), ISBT Nityanand Marg (31 m), Tis Hazari Animal Hospital (116 m)",Tis Hazari,Red Line,830.66,9.97,0.6547227762562473,1.0000000000000002,0.04827398835052673,0.9969879518072289,0.9517260116494732,0.796,0.316661360475764,0.6547227762562473,0.9969879518072289,Good
Ludlow Castle,28.672284,77.225834,112,112,0.0022715800100959,0.0024151544150868,0.0003007138888262,"Ludlow Castle (22 m), Bhai Parmanand Hosp. (135 m), ISBT Kashmiri Gate Shyam Nath Marg (314 m), ISBT Kashmere Gate (347 m), Kashmere Gate Metro Station Gate 4 (391 m)",Civil Lines,Yellow Line,512.21,6.15,0.14768945503225928,0.3200000000000076,0.0297473465217968,0.3343373493975904,0.9702526534782032,0.429,0.020498768763421465,0.14768945503225928,0.3343373493975904,Poor
Exchange Store / Civil Lines Metro Station,28.676749,77.224848,113,113,0.0015143866733972,0.0012167072871528,0.000319183022776,"Civil Line Metro Station (22 m), Exchange Store / Civil Lines Metro Station (23 m), Exchange Store / Civil Lines Metro Station (24 m), Civil Lines Metro Station (108 m), Civil Lines Metro Station (201 m)",Civil Lines,Yellow Line,21.06,0.25,0.15824804798367495,0.19999999999999685,0.0011734412488160866,0.3373493975903615,0.9988265587511839,0.421,0.010326876483058627,0.15824804798367495,0.3373493975903615,Poor
Civil Lines Metro Station,28.678503,77.224327,6,6,0.0007571933366986,3.026734283698162e-07,9.661928475018086e-05,"Civil Lines Metro Station (93 m), IP College (128 m), IP College (138 m), Exchange Store (Hill Road) (144 m), Exchange Store (Hill Road) (154 m)",Civil Lines,Yellow Line,195.58,2.35,0.031010900754820356,0.0800000000000019,0.01132658783996053,0.015060240963855425,0.9886734121600395,0.319,2.5689589784518547e-06,0.031010900754820356,0.015060240963855425,Poor
IP College,28.68017,77.223489,95,95,0.0015143866733972,0.0007136938495487,0.000323775691209,"IP College (4 m), IP College (69 m), IP College (77 m), IP College (GT Road) (205 m), Civil Lines Metro Station (202 m)",Civil Lines,Yellow Line,397.5,4.77,0.1608736240760173,0.19999999999999685,0.02307379938983382,0.28313253012048195,0.9769262006101662,0.407,0.006057519593110206,0.1608736240760173,0.28313253012048195,Poor
Old Secretariat (Postal Account Office),28.683783,77.222172,135,135,0.0012619888944977,0.0004669913535847,0.0002652498261693,"Old Secretariat (Postal Account Office) (2 m), Old Secretariat (Postal Account Office) (16 m), IP College (GT Road) (246 m), IP College (Ring Road) (284 m), IP College (421 m)",Vidhan Sabha,Yellow Line,284.76,3.42,0.12741505543044346,0.1600000000000038,0.01651486203775025,0.4036144578313253,0.9834851379622498,0.412,0.003963617279231363,0.12741505543044346,0.4036144578313253,Poor
Vidhan Sabha Metro Station,28.687802,77.221442,136,136,0.0007571933366986,0.0015276577511614,0.0002022610661736,"Vidhan Sabha Metro Station (29 m), Khyber Pass (266 m), Khyber Pass (313 m), Old Secretariat (Postal Account Office) (441 m), Old Secretariat (Postal Account Office) (451 m)",Vidhan Sabha,Yellow Line,166.36,2.0,0.09140510070724357,0.0800000000000019,0.00962663973433802,0.40662650602409645,0.990373360265662,0.395,0.01296608730070807,0.09140510070724357,0.40662650602409645,Poor
Khyber Pass,28.690613,77.221168,138,138,0.0007571933366986,0.0055829829343024,0.0001560525960923,"Khyber Pass (52 m), Vidhan Sabha Metro Station (313 m), Vidhan Sabha Metro Station (334 m), Mall Road (387 m), Mall Road (438 m)",Vidhan Sabha,Yellow Line,478.68,5.74,0.06498824608795051,0.0800000000000019,0.027796653161717307,0.4126506024096386,0.9722033468382827,0.389,0.04738590438172048,0.06498824608795051,0.4126506024096386,Poor
Mall Road,28.693646,77.218432,179,179,0.002776375567895,0.014134212260032,0.0003986891815004,"Mall Road (5 m), Mall Road (27 m), Social Works School (104 m), Social works school (112 m), Mall Road (145 m)",Vishwa Vidyalaya,Yellow Line,394.22,4.73,0.20370081092227918,0.4000000000000095,0.022882977015212268,0.536144578313253,0.9771170229847878,0.502,0.11996497903472549,0.20370081092227918,0.536144578313253,Moderate
