stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min),PR_norm,Degree_norm,Distance_norm,Routes_norm,Accessibility,LMCI,Betweenness_norm,PageRank_norm,Trips_norm,LMCI Category
Dwarka S 17D C,28.593508,77.0355,1,1,0.000504795557799,0.000504795557799,0.0002322504287756,"Shivani Apartments/ Kunj Vihar Sector-12 Dwarka (68 m), Shivani Apartments/ Kunj Vihar Sector-12 Dwarka (86 m), Dwarka Sec 17A (204 m), Dwarka Sec 17A (209 m), Sector 17/18 More Dwarka (217 m)",Dwarka Sector 13,Blue Line,432.76,5.19,0.1085496768117639,0.03999999999999303,0.025125139917015534,0.0,0.9748748600829845,0.326,0.00428448274258777,0.1085496768117639,0.0,Poor
BSF Camp,28.575405,77.071045,4,4,0.0010095911155981,4.698629802430546e-05,0.000169026485331,"S P G Complex (42 m), Dwarka Sec8 DTC Depot (52 m), BSF Camp (57 m), Dwarka Sec-8 DTC Depot (89 m), Sector 9 Metro Station (189 m)",Dwarka Sector 9,Blue Line,572.9,6.88,0.07240527039675243,0.11999999999999496,0.03327814222782795,0.009036144578313254,0.966721857772172,0.328,0.0003987990383690761,0.07240527039675243,0.009036144578313254,Poor
S P G Complex,28.575064,77.070847,2,2,0.0007571933366986,0.0005055654869461,0.000119455168739,"BSF Camp (42 m), Dwarka Sec8 DTC Depot (95 m), BSF Camp (100 m), Dwarka Sec-8 DTC Depot (131 m), Sector 9 Metro Station (194 m)",Dwarka Sector 9,Blue Line,546.69,6.56,0.044065914832852035,0.0800000000000019,0.03175330855745266,0.0030120481927710845,0.9682466914425474,0.315,0.00429101756266057,0.044065914832852035,0.0030120481927710845,Poor
ps dwarka,28.575357,77.073128,1,1,0.000504795557799,2.2678363691649705e-05,9.744711415073928e-05,"Dwarka Sec-8 DTC Depot (165 m), BSF Camp (180 m), Dwarka Sec8 DTC Depot (182 m), BSF Camp (204 m), S P G Complex (226 m)",Dwarka Sector 9,Blue Line,772.18,9.27,0.031484161368851765,0.03999999999999303,0.04487176503715218,0.0,0.9551282349628478,0.3,0.00019248397963456628,0.031484161368851765,0.0,Poor
Dichaon Kalan Village,28.635466,76.983673,2,2,0.0007571933366986,1.1740437281516162e-05,0.0002732595790379,"Dichau Village (478 m), Dichau Village (489 m), Dichau Kalan School (826 m), Dichau Kalan School (844 m), Shiv Enclave Dichau (1263 m)",Najafgarh,Grey Line,2570.1,30.84,0.13199413966963147,0.0800000000000019,0.14947035155531868,0.0030120481927710845,0.8505296484446814,0.301,9.964766952865947e-05,0.13199413966963147,0.0030120481927710845,Poor
SHIV ENCLAVE,28.616186,76.983765,1,1,0.000504795557799,0.0001167061998771,0.0001650595329495,"Najafgarh N Stnd (5 m), Dichau Chowk (37 m), JHARODA XING-DC3471 (113 m), Dichau Chowk (130 m), Dichau Chowk (133 m)",Najafgarh,Grey Line,450.74,5.41,0.07013740902503061,0.03999999999999303,0.026171172324239794,0.0,0.9738288276757602,0.316,0.000990550910365845,0.07013740902503061,0.0,Poor
dcm chemicals prem nagar,28.664072,77.156624,3,3,0.000504795557799,0.0,8.381238479890032e-05,"DCM Chemical (152 m), Swatantra Bharat Mills (152 m), Swatantra Bharat Mills (210 m), Campa Cola (336 m), DCM Chemical (354 m)",Satguru Ramsingh Marg,Green Line branch,251.34,3.02,0.023689342314526473,0.03999999999999303,0.014570568208526966,0.00602409638554217,0.985429431791473,0.308,0.0,0.023689342314526473,0.00602409638554217,Poor
Jhatikra Village,28.522175,76.965851,6,6,0.000504795557799,0.0006203329162607,0.0002042749002332,"Jhatikra Village (25 m), Kanya Sarvodya School Shikar Pur (1021 m), Shikar Pur Village (1351 m), Shikar Pur Village (1358 m), Ghuman Hera Crossing (1573 m)",Sector 28,Violet Line,7013.72,84.17,0.09255638664002244,0.03999999999999303,0.40798929067599987,0.015060240963855425,0.5920107093240001,0.21,0.0052651130409439965,0.09255638664002244,0.015060240963855425,Very Poor
Ayudham Society,28.56646,76.975777,6,6,0.0012619888944977,0.0018989321042453,0.0002798561137057,"Ayudham Society (12 m), Prem Nagar (13 m), Prem Nagar (16 m), Rewla Khanpur Depot (262 m), Rewla Khanpur Depot (279 m)",Najafgarh,Grey Line,5121.87,61.46,0.13576530320315255,0.1600000000000038,0.2979260865821618,0.015060240963855425,0.7020739134178382,0.273,0.016117300765202944,0.13576530320315255,0.015060240963855425,Poor
Kachha Tihar,28.636189,77.107689,2,2,0.000504795557799,0.0009409589810748,0.0001219297350925,"Kachha Tihar (23 m), Ajanta Cinema (237 m), Ajanta Cinema (262 m), subhash nagar j block (326 m), Subhash Nagar J Block (350 m)",Subhash Nagar,Blue Line,631.45,7.58,0.04548059615623691,0.03999999999999303,0.036684437969929186,0.0030120481927710845,0.9633155620300708,0.308,0.007986446103995291,0.04548059615623691,0.0030120481927710845,Poor
Ajanta Cinema,28.63833,77.107643,2,2,0.0007571933366986,0.001441469917409,0.0001811481765703,"Ajanta Cinema (25 m), Kachha Tihar (218 m), Kachha Tihar (237 m), Nangali Jalib (347 m), Meenakshi Garden (370 m)",Subhash Nagar,Blue Line,400.6,4.81,0.07933510284186804,0.0800000000000019,0.023254149804872486,0.0030120481927710845,0.9767458501951275,0.327,0.012234562863481907,0.07933510284186804,0.0030120481927710845,Poor
SDM Office,28.647081,77.271461,24,24,0.0010095911155981,0.0002770608565368,0.000268638722533,"SDM Office (22 m), Geeta Colony (302 m), SDM Office (366 m), SDM Office Bank Enclave (425 m), Geeta Colony (402 m)",Laxmi Nagar,Blue Line branch,1928.42,23.14,0.12935244877850718,0.11999999999999496,0.11213897919337985,0.06927710843373495,0.8878610208066201,0.327,0.0023515707302463455,0.12935244877850718,0.06927710843373495,Poor
Jaffar Pur Kalan,28.591505,76.919022,2,2,0.000504795557799,0.0006255223004374,0.0004545077261444,"Jaffar Pur Kalan (10 m), Jaffarpur Kalan RTRM Hospital (516 m), Jaffarpur Kalan RTRM Hospital (519 m), Jaffar Pur NSUT (883 m), Rawta Crossing (Ujwa Village Road) (977 m)",Najafgarh,Grey Line,6612.87,79.36,0.23561163541672178,0.03999999999999303,0.38466881846043577,0.0030120481927710845,0.6153311815395642,0.251,0.005309158252131418,0.23561163541672178,0.0030120481927710845,Poor
Anaj Mandi,28.632408,76.958382,2,2,0.0010095911155981,0.0043926960391884,0.0005295922513336,"Shiv Mandir (513 m), Saraswati Kunj Jharoda (530 m), Sainik Enclave Jharoda (544 m), CRPF Jharoda (693 m), CRPF Jharoda 1 (730 m)",Najafgarh,Grey Line,3236.8,38.84,0.2785366009607432,0.11999999999999496,0.18825732629927927,0.0030120481927710845,0.8117426737007207,0.337,0.03728327256958606,0.2785366009607432,0.0030120481927710845,Poor
Tikri Kalan Village,28.682661,76.964966,2,2,0.000504795557799,0.0006117297454873,0.0002129920422613,"Tikri Kalan Village (34 m), Tikri Border (487 m), Tikri Border (500 m), Tikri Border Metro Station (563 m), PVC Market (571 m)",Tikri Border,Green Line,600.77,7.21,0.09753987718292267,0.03999999999999303,0.03489955063657878,0.0030120481927710845,0.9651004493634212,0.321,0.0051920931101211406,0.09753987718292267,0.0030120481927710845,Poor
Fire Station Tikri Village,28.670099,76.959633,2,2,0.000504795557799,0.0005944078253945,0.0002359926030038,"Fire Station Tikri Village (106 m), Baba Haridass Gitanjali Enclave (645 m), Baba Haridass Gitanjali Enclave (654 m), Jharoda Nala Crossing (1039 m), Jharoda Nala Crossing (1045 m)",Tikri Border,Green Line,2033.84,24.41,0.11068903508033447,0.03999999999999303,0.11827205685575921,0.0030120481927710845,0.8817279431442407,0.299,0.005045072268595357,0.11068903508033447,0.0030120481927710845,Poor
Baba Haridass Gitanjali Enclave,28.666443,76.954498,2,2,0.000504795557799,0.000840160412919,0.0001405438923172,"Baba Haridass Gitanjali Enclave (21 m), Jharoda Nala Crossing (458 m), Jharoda Nala Crossing (477 m), Fire Station Tikri Village (645 m), Fire Station Tikri Village (740 m)",Pandit Shree Ram Sharma,Green Line,2551.6,30.62,0.05612209725766722,0.03999999999999303,0.14839406682041054,0.0030120481927710845,0.8516059331795894,0.277,0.007130912177302052,0.05612209725766722,0.0030120481927710845,Poor
Jharoda Nala Crossing,28.66218,76.953827,10,10,0.0007571933366986,0.00126028905938,0.0001913866010297,"Jharoda Nala Crossing (33 m), Baba Haridass Gitanjali Enclave (477 m), Baba Haridass Gitanjali Enclave (484 m), Jharoda Nala Crossing (702 m), Jharoda Nala Crossing (711 m)",Pandit Shree Ram Sharma,Green Line,3014.58,36.18,0.085188293176859,0.0800000000000019,0.17532911041866892,0.02710843373493976,0.8246708895813311,0.286,0.010696779403387374,0.085188293176859,0.02710843373493976,Poor
SUREHRA Xing,28.621613,77.017525,1,1,0.000504795557799,0.0,9.12035208266214e-05,"Nangli Dairy (169 m), Nangli Dairy (169 m), Nangli Dairy (208 m), Nangli Dairy (212 m), Chhathh Ghat Park (361 m)",Nangli,Grey Line,841.94,10.1,0.027914770370729144,0.03999999999999303,0.04893023115105452,0.0,0.9510697688489455,0.298,0.0,0.027914770370729144,0.0,Poor
Daraula Border,28.507799,76.897003,2,2,0.000504795557799,5.671144236823925e-07,0.0001532248547493,"Daraula Border (29 m), Dauralla Village (366 m), Daraula Village (671 m), Galib Pur Xing (1275 m), Rawta Village (1718 m)",Sultanpur,Yellow Line,5752.97,69.04,0.06337165865652145,0.03999999999999303,0.33464194043083967,0.0030120481927710845,0.6653580595691604,0.222,4.813417875415054e-06,0.06337165865652145,0.0030120481927710845,Very Poor
Daraula Village,28.513201,76.893898,1,1,0.000504795557799,0.0002247196125746,0.0002443106722496,"Dauralla Village (307 m), Daraula Border (671 m), Daraula Border (685 m), Galib Pur Xing (873 m), Rawta Village (1227 m)",Sultanpur,Yellow Line,6169.89,74.04,0.11544438027122482,0.03999999999999303,0.35889732592694296,0.0,0.641102674073057,0.227,0.0019073212652561714,0.11544438027122482,0.0,Very Poor
Rawta Galibpur Xing,28.5233,76.899498,1,1,0.000504795557799,0.0007287356535441,0.0002115597942692,"Rawta Village (19 m), Galib Pur Xing (477 m), Rawta Village (541 m), Rawta (543 m), Rawta Village (542 m)",Sultanpur,Yellow Line,7413.79,88.97,0.09672107736290025,0.03999999999999303,0.4312643844000381,0.0,0.5687356155999619,0.202,0.006185187811738509,0.09672107736290025,0.0,Very Poor
Ashok Vihar Phase 1,28.691795,77.167839,3,3,0.0012619888944977,0.0078015640546076,0.0009287335056789,"Ashok Vihar Phase 1 (35 m), Ashok vihar H block (340 m), H Block Ashok Vihar (377 m), H Block Ashok Vihar (430 m), Ashok Vihar B Block (529 m)",Keshav Puram,Red Line,680.43,8.17,0.5067210976569261,0.1600000000000038,0.03953397452754008,0.00602409638554217,0.96046602547246,0.45,0.06621624544974464,0.5067210976569261,0.00602409638554217,Poor
H Block Ashok Vihar,28.688444,77.16851,2,2,0.0007571933366986,0.0086499554429547,0.0004941316068191,"Ashok vihar H block (44 m), H Block Ashok Vihar (54 m), IA Block Ashok Vihar (325 m), Ashok Vihar I Block (348 m), Ashok Vihar I Block (352 m)",Keshav Puram,Red Line,669.31,8.03,0.2582641554719004,0.0800000000000019,0.03888704013553042,0.0030120481927710845,0.9611129598644695,0.376,0.07341701852742806,0.2582641554719004,0.0030120481927710845,Poor
I Block Ashok Vihar,28.685253,77.168953,1,1,0.000504795557799,0.0227544817298105,0.0004098724025419,"Ashok Vihar I Block (7 m), Ashok Vihar I Block (45 m), IA Block Ashok Vihar (170 m), IA Block Ashok Vihar (171 m), H Block Ashok Vihar (303 m)",Kanhaiya Nagar,Red Line,701.46,8.42,0.2100941306731592,0.03999999999999303,0.04075744847214109,0.0,0.9592425515278589,0.375,0.19313003607436843,0.2100941306731592,0.0,Poor
Sarang Pur Village,28.542753,76.888748,6,6,0.0002523977788995,0.0,0.0001491816464463,"Sarang Pur Village (16 m), Sarangpur (1176 m), Galib Pur Piyau (1356 m), Galib Pur Piyau (1363 m), Galib Pur Village (1624 m)",Sultanpur,Yellow Line,9171.38,110.06,0.0610602026453627,0.0,0.5335166701961047,0.015060240963855425,0.4664833298038953,0.157,0.0,0.0610602026453627,0.015060240963855425,Very Poor
JhulJhuli Village,28.534792,76.90432,6,6,0.0007571933366986,0.0005049272472907,0.0001912194466512,"JhulJhuli Village (13 m), Jhuljhuli Xing (420 m), Jhuljhuli Xing (425 m), Jhuljhuli Crossing (430 m), Jhuljhuli Crossing (443 m)",Sultanpur,Yellow Line,8770.94,105.26,0.08509273292766564,0.0800000000000019,0.5102200507773684,0.015060240963855425,0.48977994922263157,0.183,0.004285600465091172,0.08509273292766564,0.015060240963855425,Very Poor
Bakkargarh Border,28.597288,76.870499,2,2,0.000504795557799,0.0,0.0001822735205555,"Bakkargarh Border (10 m), Bakkargarh Village (731 m), Bakkar Garh Crossing (1617 m), Bakkar Garh Crossing (1626 m), Laxmi Narayan Mandir (1835 m)",Brigadier Hoshiyar Singh,Green Line,12080.14,144.97,0.07997844914615859,0.03999999999999303,0.7027412099534811,0.0030120481927710845,0.2972587900465189,0.116,0.0,0.07997844914615859,0.0030120481927710845,Very Poor
Bakkargarh Village,28.594995,76.877502,2,2,0.0007571933366986,0.0033710212482668,0.0001819965954729,"Bakkargarh Border (731 m), Bakkargarh Border (734 m), Bakkar Garh Crossing (887 m), Bakkar Garh Crossing (896 m), Laxmi Narayan Mandir (1237 m)",Najafgarh,Grey Line,10436.81,125.25,0.07982013423907316,0.0800000000000019,0.6071362913904201,0.0030120481927710845,0.39286370860957986,0.155,0.028611746161297937,0.07982013423907316,0.0030120481927710845,Very Poor
C-Block Vikas Puri,28.642727,77.081635,1,1,0.000504795557799,0.0003291496245864,0.0002762739304969,"H 3 Vikas Puri (117 m), H-3 Vikas Puri (116 m), Manohar Nagar (123 m), Krishna Park (123 m), Manohar Nagar (156 m)",Janakpuri East,Blue Line,1186.58,14.24,0.1337174099731874,0.03999999999999303,0.06898054309909497,0.0,0.931019456900905,0.319,0.00279367729070073,0.1337174099731874,0.0,Poor
Malikpur Zar Xing,28.552401,76.907204,1,1,0.000504795557799,0.0001416145345782,7.107596105304854e-05,"Malik Pur Village Crossing (28 m), Dariyapur Village / Malikpur Crossing (50 m), Dariyapur Village / Malikpur Crossing (55 m), Malik Pur Village (421 m), Malik Pur Village (439 m)",Najafgarh,Grey Line,9908.46,118.91,0.016408074315999114,0.03999999999999303,0.5763981811369754,0.0,0.4236018188630246,0.137,0.0012019619034395134,0.016408074315999114,0.0,Very Poor
Janak Puri West,28.630432,77.079849,1,1,0.000504795557799,0.0,8.562866751813082e-05,"District Centre Nazafgarh Road (14 m), Janak Puri District Centre (20 m), District Centre Najafgarh Road (158 m), Janak Puri  District Centre (175 m), Vikas Kunj (231 m)",Janakpuri West,Blue Line,249.84,3.0,0.024727690402161242,0.03999999999999303,0.014483301878669547,0.0,0.9855166981213305,0.308,0.0,0.024727690402161242,0.0,Poor
Rohini sec- 11 Pocket- A,28.725842,77.113373,2,2,0.0007571933366986,0.0009206031814652,0.0001823190642967,"A Block Sec 11 Rohini (163 m), A Block Sec 11 Rohini (217 m), Rohini sec-11  Pocket-A (451 m), B2 Sec 11 Rohini (648 m), B2 Sec 11 Rohini (664 m)",Rithala,Red Line,823.04,9.88,0.08000448598286801,0.0800000000000019,0.047830675394851044,0.0030120481927710845,0.9521693246051489,0.319,0.007813675027088086,0.08000448598286801,0.0030120481927710845,Poor
Natthupura,28.766384,77.182571,5,5,0.0010095911155981,0.0001519892133322,0.0001979436411461,"jyoti nagar (178 m), Amrit Vihar Colony (241 m), Amrit Vihar (260 m), Natthu Pura Crossing (300 m), Natthupura Terminal (313 m)",Majlis Park,Pink Line,4650.07,55.8,0.08893687812639425,0.11999999999999496,0.2704779169643418,0.012048192771084338,0.7295220830356581,0.261,0.0012900176150927927,0.08893687812639425,0.012048192771084338,Poor
Jharoda Crossing,28.729204,77.202339,113,113,0.0040383644623927,0.0278570810686425,0.0004203501819673,"Hardev Nagar / Jharoda Crossing (Burari) (6 m), Hardev Nagar / Jharoda Crossing (Burari) (73 m), Hardev Nagar (Burari) (219 m), Hardev Nagar (Burari) (234 m), CV Raman ITI (323 m)",Majlis Park,Pink Line,2059.6,24.72,0.21608415750864676,0.6000000000000063,0.11977071062717727,0.3373493975903615,0.8802292893728227,0.494,0.2364386557161255,0.21608415750864676,0.3373493975903615,Poor
Wazir Pur JJ Colony Xing,28.68409,77.166069,2,2,0.0007571933366986,0.0001787794389376,0.0001152865707558,"Wazir Pur JJ Colony Xing (71 m), Ashok Vihar I Block (273 m), Kanhaiya Nagar (325 m), I Block Ashok Vihar (310 m), B3 Keshav Puram (316 m)",Kanhaiya Nagar,Red Line,462.03,5.54,0.0416827749735422,0.0800000000000019,0.02682799690029996,0.0030120481927710845,0.9731720030997001,0.315,0.0015174012707193216,0.0416827749735422,0.0030120481927710845,Poor
B-3 Keshav Puram,28.685465,77.163147,1,1,0.000504795557799,6.116147723098416e-06,8.865799975609618e-05,"B3 Keshav Puram (33 m), B3 Keshav Puram (74 m), B4 Keshav Puram (240 m), B-4 Keshav Puram (250 m), Wazir Pur JJ Colony Xing (258 m)",Keshav Puram,Red Line,409.43,4.91,0.026459525045962915,0.03999999999999303,0.02376785759996649,0.0,0.9762321424000335,0.305,5.191117268343077e-05,0.026459525045962915,0.0,Poor
A-1 Keshav Puram,28.683414,77.154488,9,9,0.0015143866733972,0.0011561453022401,0.000309401520036,"A1 Keshav Puram (26 m), A-1 Keshav Puram (33 m), Jai Mata Market Tri Nagar Terminal (235 m), Jai Mata Market Tri Nagar Terminal (244 m), Tri Ngr Jai Mata Mkt Terminal (251 m)",Shakurpur,Pink Line,543.45,6.52,0.1526560745773672,0.19999999999999685,0.031564813284960636,0.024096385542168676,0.9684351867150394,0.364,0.009812852983432976,0.1526560745773672,0.024096385542168676,Poor
shivaji college,28.654505,77.121056,2,2,0.0010095911155981,0.0040268903665859,0.0002569455531085,"Shivaji College (15 m), shivaji college (33 m), Raja Garden Terminal (356 m), Rajdhani College / Raja Garden (426 m), Rajdhani College / Raja Garden (430 m)",ESI Hospital,Pink Line,724.71,8.7,0.12266759736095754,0.11999999999999496,0.04211007658493108,0.0030120481927710845,0.957889923415069,0.342,0.03417847486050997,0.12266759736095754,0.0030120481927710845,Poor
janta colony,28.653917,77.116295,1,1,0.000504795557799,0.0006883461324622,0.0001348960694426,"Janta Colony (17 m), Raghubir Nagar A Block (252 m), ghore wala mandir (302 m), Raghubir Nagar Gurudwara A Block (309 m), Holy Child School (436 m)",Tagore Garden,Blue Line,1174.72,14.1,0.05289330142150721,0.03999999999999303,0.06829055731768899,0.0,0.931709442682311,0.3,0.005842379315539955,0.05289330142150721,0.0,Poor
ghore wala mandir,28.655153,77.113541,1,1,0.000504795557799,0.000240843818582,0.0001578027862253,"Raghubir Nagar Gurudwara A Block (22 m), Raghubir Nagar A Block (197 m), janta colony (302 m), Janta Colony (318 m), Raghubir Nagar N Block (479 m)",Tagore Garden,Blue Line,1264.08,15.17,0.06598880979885105,0.03999999999999303,0.0734893034750616,0.0,0.9265106965249384,0.301,0.0020441764362443106,0.06598880979885105,0.0,Poor
Prem Piyau,28.765949,77.016533,52,52,0.0015143866733972,0.0046507129189168,0.0003907363890728,"Prem Piyau (7 m), Prem Piyau (66 m), Prem Piyau (79 m), Chandpur Khurd (636 m), Chandpur Khurd (642 m)",Mundka Industrial Area,Green Line,9143.75,109.73,0.1991542903166912,0.19999999999999685,0.5319092244001311,0.1536144578313253,0.4680907755998689,0.249,0.03947320639807045,0.1991542903166912,0.1536144578313253,Very Poor
Bunny Camp,28.633482,77.002342,1,1,0.000504795557799,0.0010223085275945,0.0001254694541349,"AirForce Station (BaniCamp) (5 m), AirForce Station (BaniCamp) (22 m), AirForce Station (BaniCamp) (88 m), Jai Vihar (279 m), Jai Vihar (279 m)",Nangli,Grey Line,1960.36,23.53,0.04750421310723538,0.03999999999999303,0.11399717024381047,0.0,0.8860028297561895,0.285,0.008676905286521968,0.04750421310723538,0.0,Poor
Satya Vihar / Chanchal Park,28.646034,77.021584,3,3,0.0012619888944977,2.845974364874087e-05,0.0002636253451018,"Satya Vihar / Chanchal Park (18 m), Chanchal Park (32 m), Chanchal Park (34 m), Satyam Vihar (37 m), Chanchal Park (38 m)",Dwarka Mor,Blue Line,3174.92,38.1,0.12648635815662249,0.1600000000000038,0.18465729930489458,0.00602409638554217,0.8153427006951054,0.301,0.0002415537907131395,0.12648635815662249,0.00602409638554217,Poor
Gahevra Xing,28.685867,76.990601,3,3,0.000504795557799,4.686340090513283e-06,0.0001295702610213,"Ghevra Crossing Rohtak Road (355 m), Digambar Jain Mandir (407 m), Ghevra Crossing (Kanjhawala Road) (379 m), Ghevra Crossing / Ghevra Metro Station (390 m), Ghevra Crossing (Neelwal Road) (397 m)",Ghevra,Green Line,547.66,6.57,0.049848597570716344,0.03999999999999303,0.031809740784093786,0.00602409638554217,0.9681902592159062,0.31,3.977559416577962e-05,0.049848597570716344,0.00602409638554217,Poor
Shiva Enclave/ New Multan Nagar,28.6772,77.111771,1,1,0.000504795557799,7.084766763159837e-05,0.0001146418230891,"Avtar Enclave / New Multan Nagar (17 m), Avtar Enclave (21 m), New Multan Nagar (26 m), New Multan Nagar (41 m), New Multan Nagar (42 m)",Paschim Vihar East,Green Line,55.77,0.67,0.041314180095863365,0.03999999999999303,0.0031927841217167497,0.0,0.9968072158782832,0.315,0.0006013238520633802,0.041314180095863365,0.0,Poor
RADHA SWAMI SATSANG,28.436571,77.205139,3,3,0.000504795557799,0.0002051867717664,0.0001937782537366,"Vipasana Bhawan (31 m), RADHA SWAMI SATSANG (37 m), Vipassana Bhawan (49 m), Vipassana Bhawan (59 m), R S Satsang (279 m)",Chhatarpur,Yellow Line,8316.19,99.8,0.08655557371540218,0.03999999999999303,0.48376380844226113,0.00602409638554217,0.5162361915577389,0.184,0.0017415351008110197,0.08655557371540218,0.00602409638554217,Very Poor
Darya Pur Village,28.811417,77.011322,2,2,0.0010095911155981,3.894777807815608e-05,0.0002477046533055,"Bajit Pur Crossing (40 m), Bajit Pur Crossing (52 m), daria pur xing (96 m), Dariyapur Gaon (254 m), Dariyapur Gaon (261 m)",Ghevra,Green Line,14062.78,168.76,0.11738468047974933,0.11999999999999496,0.8180863541058225,0.0030120481927710845,0.18191364589417747,0.102,0.00033057161549833393,0.11738468047974933,0.0030120481927710845,Very Poor
Kanjhawala Chowk,28.7376,77.008003,34,34,0.0022715800100959,0.0153730090668155,0.0003238384920979,"Kanjhawala Chowk (20 m), Kanjhawala Chowk (32 m), Kanjhawla Chowk (63 m), Kanjhawala School (105 m), Kanjhawla Chowk (111 m)",Ghevra,Green Line,5917.55,71.01,0.16090952662698066,0.3200000000000076,0.34421680214279565,0.0993975903614458,0.6557831978572044,0.319,0.13047934164793637,0.16090952662698066,0.0993975903614458,Poor
sarvodya kanya vidhalya,28.687632,76.970093,1,1,0.000504795557799,0.0,7.769490715755164e-05,"Tikari Village (71 m), Tikri Village (131 m), PVC Market (390 m), PVC Market (407 m), Pvc Market (451 m)",Tikri Border,Green Line,588.99,7.07,0.020192050211932416,0.03999999999999303,0.03421421905943185,0.0,0.9657857809405681,0.301,0.0,0.020192050211932416,0.0,Poor
metro workshop,28.684458,77.006462,1,1,0.000504795557799,0.0,8.742692743701191e-05,"Oil Factory (239 m), Oil Factory (294 m), Mile Stone Factory (489 m), Mile Stone / Shiv Shankar Dharam Kanta (510 m), Hiran Kudna Crossing (510 m)",Ghevra,Green Line,1010.64,12.13,0.025755735060666567,0.03999999999999303,0.05874478438235218,0.0,0.9412552156176478,0.295,0.0,0.025755735060666567,0.0,Poor
ghervra railway phatak,28.690943,76.996185,2,2,0.000504795557799,0.0,8.588397284067098e-05,"FCI Ghevra (271 m), FCI Ghevra (304 m), Ghevra Crossing / Ghevra Metro Station (533 m), Ghevra Crossing (Kanjhawala Road) (561 m), Ghevra Village (606 m)",Ghevra,Green Line,632.25,7.59,0.024873645539330008,0.03999999999999303,0.0367309800125198,0.0030120481927710845,0.9632690199874802,0.302,0.0,0.024873645539330008,0.0030120481927710845,Poor
ROHINI SECTOR 7/8 Xing,28.701405,77.117844,2,2,0.0007571933366986,4.5516884660719134e-05,0.0001446740139236,"Rohini Sec-7 (47 m), ROHINI SECTOR 7/8 Xing (66 m), Rohini Sec-7 (68 m), Hanuman Mandir (263 m), Hanuman Mandir Sec-8 (283 m)",Rohini East,Red Line,1054.08,12.65,0.058483240611781936,0.0800000000000019,0.06127201729502301,0.0030120481927710845,0.938727982704977,0.309,0.0003863273038208092,0.058483240611781936,0.0030120481927710845,Poor
Rama Krishna Ashram Marg,28.6381,77.205849,28,28,0.0012619888944977,5.851966593474807e-05,0.0001682955439531,"Rama Krishna Ashram Marg (140 m), Rk Ashram Metro Station (159 m), Panchkuian Road (247 m), Balmiki Mandir Marg (246 m), Balmiki Mandir (248 m)",Ramakrishna Ashram Marg,Blue Line,295.46,3.55,0.07198739955876025,0.1600000000000038,0.017137361857399832,0.08132530120481929,0.9828626381426002,0.349,0.0004966891941217598,0.07198739955876025,0.08132530120481929,Poor
bal bharti school (parwana road),28.690262,77.110016,1,1,0.000504795557799,6.111157660646017e-05,0.0001455035129089,"Tarun Enclave (234 m), Shakur Basti (245 m), Bal Bharti School P R (267 m), parwana road (281 m), MTNL Saraswati Vihar/Shakur Basti (302 m)",Paschim Vihar East,Green Line,1442.97,17.32,0.05895745570834254,0.03999999999999303,0.08389668597385733,0.0,0.9161033140261426,0.296,0.0005186881922740007,0.05895745570834254,0.0,Poor
Rss Kanjhawala,28.734049,77.020432,3,3,0.0012619888944977,0.0001388203965418,0.0002482248886144,"Rss Kanjhawala (20 m), Radha Swami Satsang (43 m), Radha Swami Satsang / Rupali Enclave (50 m), Radha Swami Satsang / Rupali Enclave (67 m), Shiv Vihar Bheem Chowk (454 m)",Mundka Industrial Area,Green Line,5617.29,67.41,0.11768209306447362,0.1600000000000038,0.32674841000746996,0.00602409638554217,0.67325158999253,0.256,0.0011782464883325313,0.11768209306447362,0.00602409638554217,Poor
PS Mandir Marg,28.637583,77.202965,52,52,0.0020191822311963,0.0008384346632558,0.0002896150693107,"PS Mandir Marg (17 m), PS Mandir Marg (141 m), BIRLA MANDIR (224 m), gole market sec-4 (sbs marg) (231 m), Gole Market (264 m)",Ramakrishna Ashram Marg,Blue Line,578.92,6.95,0.1413443866698815,0.27999999999999875,0.03362837109832238,0.1536144578313253,0.9663716289016776,0.391,0.007116264772950385,0.1413443866698815,0.1536144578313253,Poor
North Avenue,28.622551,77.196617,13,13,0.0015143866733972,0.0002221057672433,0.0002321105937064,"Dr. RML Hospital (6 m), Dr. RML Hospital (18 m), RML Hospital (252 m), RML Hospital (264 m), Talkatora Stadium Garden (276 m)",Central Secretariat,Yellow Line,1701.07,20.41,0.10846973469969577,0.19999999999999685,0.09891231246465712,0.03614457831325301,0.9010876875353429,0.333,0.0018851360953577316,0.10846973469969577,0.03614457831325301,Poor
Ranhola II,28.654659,77.038017,48,48,0.0017667844522968,0.0011024595083299,0.0004018139362481,"Ranhola II (8 m), Ranhola II (12 m), Ranhola II (19 m), Ranhola II (20 m), PS Ranhola (269 m)",Rajdhani Park,Green Line,3118.68,37.43,0.2054871975251185,0.2400000000000057,0.18138539371077375,0.14156626506024098,0.8186146062892262,0.356,0.009357191569665219,0.2054871975251185,0.14156626506024098,Poor
