stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops
Lado Sarai,28.522683,77.193521,20,20,0.002523977788995457,1.5775587058504074e-05,0.0003302307401664582,"Dhaula Peer / Lado Sarai (37 m), Lado Sarai Crossing (152 m), Lado Sarai Crossing (160 m), Qutub Minar Metro Station (221 m), Lado Sarai(Firni Road) (243 m)"
Dhola Peer,28.521336,77.200058,12,12,0.0020191822311963654,0.0003123504492009863,0.0002687248521279218,"SaidulAJab (23 m), Dhaula Peer Lado Sarai (170 m), Saidul-A-Jab / Saket Metro Station (204 m), Said ul zeb village (220 m), Dhaula Peer (224 m)"
Said ul zeb Village,28.520443,77.203934,10,10,0.0012619888944977284,0.0002579070949658273,0.0001782216043389768,"Saket Metro Sation (93 m), Saket Metro Sation (105 m), Said-ul-Ajaib (115 m), Said ul zeb village (174 m), Saidul-A-Jab / Saket Metro Station (190 m)"
Maidan Garhi Xing,28.519529,77.207626,6,6,0.0010095911155981827,1.8437146471121286e-05,0.00020724285303861284,"Maidan Garhi Crossing (SDM Court) (17 m), Maidan Garhi Crossing (SDM Court) (126 m), anupam cinema (344 m), Said ul zeb Village (375 m), Saket Metro Sation (468 m)"
Saket Xing,28.517811,77.216309,10,10,0.0017667844522968198,0.0017648902915821424,0.0002925797029398805,"Saket Crossing (10 m), Saket Crossing (36 m), Saket J Block (191 m), Saket JBlock (202 m), Saket JBlock (215 m)"
DIPSAR,28.516264,77.2239,9,9,0.001514386673397274,6.103694626220306e-05,0.0001709592447323315,"Ambedkar Nagar Terminal / DIPSAR (34 m), DIPSAR (43 m), University Of Pharmacy Khanpur (50 m), DIPSAR Ambedkar Nagar College of Pharmacy (88 m), DIPSAR College of Pharmacy (95 m)"
Ambedkar Nagar Terminal,28.515949,77.225685,48,48,0.002271580010095911,0.0017622430731441651,0.00025585023090571486,"Ambedkar Nagar Terminal (0 m), DIPSAR College of Pharmacy (83 m), DIPSAR Ambedkar Nagar College of Pharmacy (91 m), Khanpur Ambedkar Nagar (96 m), Khanpur Ambedkar Nagar (128 m)"
Devoli Road Crossing,28.514231,77.23317,13,13,0.0010095911155981827,0.000728292794490138,0.00022253818295961018,"Devli Xing (96 m), Khanpur Extension / Devli Xing (123 m), Devoli Road X (165 m), Khanpur Village (179 m), Khanpur Extension / Devli Crossing (181 m)"
Vayusena Bad,28.512897,77.239059,13,13,0.0012619888944977284,2.6410562782989535e-06,0.00017779313552486676,"Vayu Sena Bad (Tigri) (16 m), Vayu Sena Bad (Tigri) (55 m), Devoli Road X (63 m), Khanpur Extension / Devli Crossing (415 m), Khanpur Village (417 m)"
Tuglkabad Fort,28.51001,77.263542,16,16,0.0010095911155981827,4.2480481174711046e-08,0.0001385621993413933,"Tughlaqabad Village (164 m), Tuglkabad Fort (166 m), Tughalqabad Village (186 m), Kaya Maya Hospital (570 m), Air Force Station (587 m)"
Okhla More,28.5054,77.277122,14,14,0.0005047955577990914,0.004246779122573105,0.00010482217476601573,"Okhla more (30 m), Tuglaqabad MB Road (64 m), MB Road (93 m), Maa Anand Mayee Marg (143 m), Prem Nagar (240 m)"
Wazirpur JJ Colony,28.682083,77.17012,11,11,0.001514386673397274,0.00398188218350436,0.0002554154716942438,"Wazir Pur JJ Colony (4 m), Wazir Pur JJ Colony (6 m), Wazirpur JJ Colony (11 m), I Block Ashok Vihar (369 m), Ashok Vihar I Block (373 m)"
Arjun Park,28.618,77.01207,129,129,0.000757193336698637,1.1881352900879956e-05,9.641568152176527e-05,"Arjun Park (0 m), Arjun Park (42 m), Arjun Park (99 m), Chhathh Ghat Park (321 m), Chhathh Ghat Park (327 m)"
Nangli Dairy,28.620132,77.017952,130,130,0.0012619888944977284,0.0027018858085160412,0.00023941260255848788,"Nangli Dairy (0 m), Nangli Dairy (40 m), Nangli Dairy (55 m), SUREHRA Xing (169 m), Chhathh Ghat Park (295 m)"
Mohan Garden,28.6203493836547,77.0404654768057,116,116,0.0020191822311963654,0.0042645780448097,0.00020798781676480125,"Mohan Garden (23 m), Mohan Garden (32 m), Mohan Garden (61 m), Pipal Wala Road Crossing Mohan Garden (122 m), Mohan Garden (126 m)"
Om Vihar,28.621124,77.051544,118,118,0.0012619888944977284,0.008659234169932327,0.00024130080720541745,"Om Vihar (0 m), Om Vihar (66 m), Om Vihar (110 m), Kiran Garden (168 m), Kiran Garden (217 m)"
Prem Nagar,28.62211,77.056846,173,173,0.005805148914689551,0.11668904196400784,0.0013331117746792868,"Prem Nagar (27 m), Prem Nagar (48 m), Prem Nagar (54 m), Uttam Nagar West (67 m), Uttam Nagar (338 m)"
Uttam Nagar,28.623016,77.06031,164,164,0.003281171125694094,0.017077842718243263,0.00039787701712288594,"Uttam Nagar (0 m), Uttam Nagar (33 m), Uttam Nagar (87 m), Prem Nagar (316 m), Prem Nagar (353 m)"
Jivan park,28.620001,77.073303,59,59,0.000757193336698637,0.0012684006317403426,0.0001766984049464979,"Jivan park (14 m), Jivan Park (50 m), A-2 Janak Puri Telephone Exchange (219 m), A-2 Janak Puri Telephone Exchange (227 m), Tilak Pul (358 m)"
Taj Hotel,28.597006,77.171082,42,42,0.0010095911155981827,0.0002860520036588935,0.00019909516807254312,"Officer Enclave S.P Marg (21 m), Officer Enclave S.P Marg (46 m), Sardar Patel Marg (53 m), Taj Palace (116 m), Taj Palace (117 m)"
PS Chankya Puri,28.603826,77.196413,18,18,0.0017667844522968198,0.002182942796495007,0.0005107285965857928,"PS Chankya Puri (31 m), PM Sangrahalaya (In Gate) (253 m), Chanakya Puri Police Station (326 m), Teen Murti (339 m), Teen Murti (355 m)"
Teen Murti,28.606157,77.198901,21,21,0.000757193336698637,0.0008633626529371006,0.00012484882827826547,"Chanakya Puri Police Station (31 m), Teen Murti (41 m), PM Sangrahalaya (In Gate) (217 m), PM Sangrahalaya (Out Gate) (279 m), PS Chankya Puri (350 m)"
South Enclave,28.610135,77.199151,21,21,0.0010095911155981827,0.0010887312277768158,0.00013037316403350437,"South Enclave (2 m), South Enclave (21 m), Teen Murti (442 m), Tyag Raj Marg (406 m), Chanakya Puri Police Station (459 m)"
Tyag Raj Marg,28.608993,77.203197,21,21,0.000757193336698637,0.0018388172941662827,0.0001775919762865666,"Tyag Raj Marg (13 m), Udyog Bhavan (241 m), Sena Bhawan (344 m), Sena Bhawan (352 m), South Enclave (405 m)"
Sena Bhawan,28.608265,77.206612,20,20,0.001514386673397274,0.0015201321119508752,0.0003181393863293547,"Sena Bhawan (13 m), Udyog Bhavan (326 m), G Block (328 m), Sunehri Masjid/ G Block (346 m), Krishan Menon Marg (347 m)"
Krishi Bhawan,28.617483,77.213267,54,54,0.0035335689045936395,0.0006837220516881656,0.0004367715097359415,"Krishi Bhawan (70 m), Red Cross Road (218 m), Central Secretariat Metro Station (266 m), Krishi Bhawan (288 m), Rail Bhawan Metro Station / Krishi Bhawan (296 m)"
Windsor Place,28.619944,77.218231,50,50,0.003028773346794548,0.0008477193116494362,0.0004885222938428117,"Le Meridian Hotel (92 m), Le Meridian Hotel / Rajendra Prasad Road (106 m), Windsor Place (221 m), Windsor Place (221 m), Windsor Place (250 m)"
Firoz Shah Road,28.6208,77.2206,68,68,0.0035335689045936395,0.0028136368200130358,0.0005715072209936297,"Windsor Place (19 m), Firoz Shah Road (91 m), Eastern Court (214 m), Windsor Place (250 m), Windsor Place (348 m)"
Kasturba Gandhi Crossing,28.6234,77.2266,35,35,0.0012619888944977284,0.00010497899155091295,0.00017877643486794733,"Kasturba Gandhi Road Crossing (23 m), Max Muller Bhawan (148 m), Bhartiya Vidya Bhawan (184 m), Bhartiya Vidya Bhawan (234 m), Max Mueller Bhawan (230 m)"
Mandi House,28.625767,77.234329,145,145,0.003785966683493185,0.012240669109250046,0.0005207669952054907,"Mandi House (5 m), Mandi house (13 m), Mandi House (35 m), Mandi House (168 m), Ashok Road (262 m)"
Delhi Gate / Ambedkar Stadium Terminal,28.639867,77.2437,90,90,0.003785966683493185,0.0021433661262689994,0.0004966402593087781,"Delhi Gate / Ambedkar Stadium Terminal (6 m), Delhi Gate / Ambedkar Stadium Terminal (24 m), Delhi Sectt. (52 m), Delhi Gate (258 m), Delhi Gate / Ambedkar Stadium (287 m)"
Rajghat Gandhi Darshan,28.639,77.251297,21,21,0.0017667844522968198,0.0004377826834304576,0.000202110241483489,"Rajghat Gandhi Darshan (108 m), Delhi Sachivalaya (Rajghat Power House) (167 m), Delhi Sachivalaya (Rajghat Power House) (174 m), Kishan Ghat (350 m), Gandhi Darshan (453 m)"
Kishan Ghat,28.636175,77.252892,1,1,0.0005047955577990914,0.00029105124209819687,8.698765504088187e-05,"Delhi Sachivalaya (Rajghat Power House) (205 m), Delhi Sachivalaya (Rajghat Power House) (219 m), Rajghat Gandhi Darshan (350 m), Rajghat Gandhi Darshan (401 m), Delhi Sectt (568 m)"
Hari Nagar Shaheed Pawan Sahni Chowk,28.6252,77.1108,51,51,0.0010095911155981827,0.00017724730958946155,0.00029360452056670486,"Hari Nagar Shaheed Pawan Sahni Chowk (52 m), Hari Nagar Shaheed Pawan Sahni Chowk (74 m), DDU Hospital (310 m), DDU Hospital (333 m), DA Block Hari Nagar (368 m)"
DDU Hospital,28.628,77.1107,33,33,0.000757193336698637,0.0005301686100941784,0.00021687575513608078,"DDU Hospital (37 m), Hari Nagar Shaheed Pawan Sahni Chowk (310 m), Hari Nagar Shaheed Pawan Sahni Chowk (355 m), Hari Nagar Shaheed Pawan Sahni Chowk (383 m), Beriwala Bagh (381 m)"
Beriwala Bagh,28.63145,77.111967,35,35,0.0012619888944977284,0.001042348336521513,0.0001960403168618053,"Beriwala Bagh (35 m), Beriwala Bagh (38 m), Swarg Ashram (291 m), Swarg Ashram (296 m), Subhash Nagar J Block (334 m)"
Swarg Ashram,28.631,77.1149,35,35,0.000757193336698637,0.0012577578371678485,0.00018810818152350083,"Swarg Ashram (22 m), Beriwala Bagh (263 m), Beriwala Bagh (268 m), Beriwala Bagh (291 m), DDA Flats Hari Nagar (431 m)"
LIG Flats,28.6309,77.1196,18,18,0.000757193336698637,4.119936286126854e-06,0.00019699567891538536,"DDA Flats Hari Nagar (31 m), Metal Forging (379 m), Metal Forging (382 m), BE Block Hari Nagar/ESI Dispensary (420 m), Metal Forging (402 m)"
Wood Market / Mansarover Garden,28.64365,77.137517,7,7,0.0012619888944977284,0.000909404037813487,0.00022278167174544168,"Wood Market / Mansarover Garden (95 m), Kirti Ngr RlY Reser office (184 m), Saraswati Garden (337 m), Saraswati Garden (345 m), Fire Station Kirti Nagar (360 m)"
PS Kirti Nagar,28.6485671,77.1429001,17,17,0.0020191822311963654,0.002204831838970318,0.0004553806850423737,"PS Kirti Nagar (28 m), Kirti Ngr Rly Reser Offic (103 m), F Block Kirti Nagar (357 m), F Block Kirti Nagar (380 m), Moti Nagar Ind Area / Kirti Nagar (393 m)"
F Block Kirti Nagar,28.651272,77.140915,11,11,0.0017667844522968198,0.00019578317624349955,0.000241900720354008,"F Block Kirti Nagar (24 m), Kirti Ngr Rly Reser Offic (330 m), PS Kirti Nagar (357 m), PS Kirti Nagar (363 m), Moti Nagar Ind Area / Kirti Nagar (431 m)"
Moti Nagar Market,28.657233,77.14125,74,74,0.0020191822311963654,0.0006562357214483064,0.0003030368965291165,"Moti Nagar Market (63 m), Moti Nagar (319 m), Moti Nagar (339 m), Karampura Terminal (432 m), Karampura Terminal (430 m)"
Rajendra Place,28.6425,77.1773,56,56,0.0012619888944977284,0.008738695478748523,0.0001999627079541529,"Rachna cinema  Rajender Place (16 m), RAJENDER PLACE METRO STATION (46 m), Fire Station Shankar Road (210 m), Rajender Nagar (215 m), Rajender Nagar (226 m)"
RS Satsang,28.644636,77.180918,15,15,0.001514386673397274,0.009302921440486245,0.00029958535990328274,"Radha Swami Satsang (11 m), Telephone Exchange Karol Bagh (191 m), Telephone Exchange Karol Bagh (192 m), Telephone Exchange Karol Bagh (209 m), Radha Swami Satsang (218 m)"
Prasad Nagar,28.6476,77.1819,17,17,0.000757193336698637,0.004920510499717667,0.00014313768614742937,"Shri Gomaram Chowk (176 m), Prasad Nagar (214 m), Sabziwala Chowk (237 m), Sat Nagar Sablania Chowk (312 m), Radha Swami Satsang (338 m)"
Kikar Wala Chowk,28.653118,77.185641,17,17,0.0010095911155981827,0.0052725467232045044,0.00020994114585408052,"Kikar Wala Chowk (119 m), Khalsa College (333 m), Khalsa College (342 m), Dev Nagar / Khalsa College (348 m), Dev Nagar (398 m)"
Kouria Bridge,28.6603,77.2346,16,16,0.001514386673397274,0.00040468050123924275,0.00016956467357023724,"Kouria Bridge (30 m), Kouria Bridge (88 m), ISBT Kasmiri Gate (145 m), GPO (174 m), GPO (182 m)"
ISBT Anand Vihar,28.646687,77.317772,39,39,0.002271580010095911,0.0005925814898923647,0.00041960470756393286,"Anand Vihar ISBT Main Road (24 m), Anand Vihar ISBT Main Road (32 m), Anand Vihar ISBT Main Road (43 m), ISBT Anand Vihar (102 m), ISBT Anand Vihar (123 m)"
Khayala Colony Terminal,28.652012,77.095741,4,4,0.0002523977788995457,0.0,0.00019708336305414995,"Khayala Colony Terminal (21 m), Meera Bagh Apartment (751 m), Meera Bagh Apartments (799 m), Sayed Nangloi (752 m), Chand Nagar (832 m)"
Vishnu Garden,28.64472,77.1008,7,7,0.0010095911155981827,0.0012957389908750299,0.0004897377736096333,"Vishnu Garden (19 m), Vishnu Garden (142 m), Chand Nagar (153 m), Shyam Nagar (422 m), Shyam Nagar (439 m)"
Shyam Nagar,28.643454,77.104866,4,4,0.0005047955577990914,0.000608004184022703,0.00011869680478773312,"Shyam Nagar (19 m), Meenakshi Garden (367 m), Meenakshi Garden (388 m), Nangali Jalib (413 m), Vishnu Garden (410 m)"
Subhash Nagar Crossing / Mukherji Park,28.642283,77.10905,62,62,0.001514386673397274,0.0022758431305110473,0.00031694954658458967,"Subhash Nagar Crossing / Mukherji Park (44 m), TITAR PUR (289 m), Ajanta Cinema (434 m), Shyam Nagar (413 m), Ajanta Cinema (459 m)"
TITAR PUR,28.643373,77.11174,7,7,0.000757193336698637,0.00010429848089462207,0.0001603531122434901,"Tagore Garden Metro Station / Tatarpur (178 m), Tagore Garden Metro Station / Tatarpur (190 m), Subhash Nagar Crossing / Mukherji Park (289 m), Subhash Nagar Crossing / Mukherji Park (324 m), Tagore Garden (480 m)"
Tagore Garden,28.645765,77.115832,50,50,0.0010095911155981827,0.0006951626092136357,0.00021006858954476817,"Tagore Garden (38 m), Tagore Garden (Gurudwara Road) (178 m), Tagore Garden (Gurudwara Road) (189 m), Tagore Garden Metro Station / Tatarpur (297 m), Tagore Garden Metro Station / Tatarpur (302 m)"
Rajouri Garden,28.648433,77.120783,75,75,0.003028773346794548,0.005791760274071011,0.0005351872140220303,"Rajouri Garden (92 m), Raja Garden (Ring Road) (444 m), Tagore Garden (Gurudwara Road) (452 m), Tagore Garden (Gurudwara Road) (478 m), Raja Garden (Ring Road) (521 m)"
Telephone Exchange Karol Bagh,28.643211,77.182029,55,55,0.001514386673397274,0.001015964581872126,0.00026257497385483305,"Telephone Exchange Karol Bagh (13 m), Telephone Exchange Karol Bagh (40 m), rajinder nagar market (102 m), Radha Swami Satsang (187 m), RS Satsang (192 m)"
Sadhu Vaswani Marg,28.6448,77.193703,5,5,0.0010095911155981827,0.0013368228145405085,0.00019239395192001166,"Pusa Road Petrol Pump Sadhu Vaswani Marg (30 m), Pusa Road Petrol Pump Sadhu Vaswani Marg (88 m), Old Rajendra Nagar Market (354 m), Old Rajendra Nagar Market (365 m), Karol Bagh Gurgaon Stand (330 m)"
Mother Dairy,28.619352,77.286217,103,103,0.003785966683493185,0.007026235161116951,0.00043190853169602493,"Mother Dairy (28 m), Mother Dairy (28 m), Mother Dairy (30 m), Mother Dairy (60 m), Ganesh Nagar West (154 m)"
Mother Dairy Crossing,28.619333,77.288317,40,40,0.001514386673397274,0.00011963335417688102,0.00019697444431273796,"Mother Dairy Crossing (62 m), Dharma Apartment (181 m), Mother Dairy (195 m), Mother Dairy (196 m), Patparganj Flyover (225 m)"
Dharma Apartment,28.620183,77.2903,53,53,0.0010095911155981827,0.00029289272599518124,0.00012766362886795728,"Dharma Apartment (40 m), Mother Dairy Crossing (216 m), Mother Dairy Crossing (275 m), Sanjay Lake NH-24 (361 m), Sanjay Lake NH-24 (371 m)"
Govt Model School / Ambedkar Park,28.621733,77.294533,50,50,0.0017667844522968198,0.0004538589059468647,0.00027653446785271056,"Govt Model School / Ambedkar Park (54 m), Government M S (62 m), Sanjay Lake Trilokpuri (199 m), Sanjay Lake Trilokpuri (226 m), Sanjay Lake NH-24 (258 m)"
Press Apartment,28.623,77.2983,45,45,0.000757193336698637,3.8637009068427667e-07,0.0001006831442336794,"Press Apartment (17 m), East Vinod Nagar (NH24) (238 m), East Vinod Nagar (NH24) (279 m), Saraswati Kunj (301 m), Mayur Vihar Phase-2 Market (330 m)"
Saraswati Kunj,28.6239,77.3012,45,45,0.0012619888944977284,0.0003231595984997064,0.00019843816805466215,"Saraswati Kunj (28 m), East Vinod Nagar Depot (241 m), Press Apartment (301 m), Press Apartment (307 m), Mayur Vihar Phase-2 Market (376 m)"
Ras Vihar,28.6253,77.3051,22,22,0.0010095911155981827,0.00022361462176643195,0.00019938770991075993,"Ras Vihar Apartment (PS Madhu Vihar) (59 m), Saraswati Kunj (388 m), Saraswati Kunj (412 m), Parivar Apartment (410 m), East Vinod Nagar Depot (467 m)"
Parivar Apartment,28.62675,77.30935,40,40,0.0010095911155981827,0.0011566786790312884,0.0001535278066526525,"Parivar Apartment (44 m), Vinod Nagar (217 m), Vijaya Laxmi Apartment (231 m), Khichdipur (235 m), Vinod Nagar (239 m)"
Vijaya Laxmi Apartment,28.6288,77.3089,40,40,0.0005047955577990914,0.0006744339484676467,8.364707471145587e-05,"Vijaya Laxmi Apartment (16 m), Parivar Apartment (231 m), Balco Apartment (226 m), Parivar Apartment (265 m), Balco Apartment (247 m)"
Balco Apartment,28.6299,77.3067,40,40,0.0017667844522968198,0.0011458875284820493,0.0003293814766557524,"Balco Apartment (22 m), New Surya Kiran Apartment (266 m), New Surya Kiran Apartment (268 m), Vijaya Laxmi Apartment (247 m), Vijaya Laxmi Apartment (252 m)"
Himalaya Apartment,28.6322,77.3047,26,26,0.0005047955577990914,0.0003179500651371903,0.00011110627133414358,"Himalaya Apartment (39 m), New Surya Kiran Apartment (111 m), New Surya Kiran Apartment (121 m), New Surya Kiran Apartments (249 m), Neethi Apartment (279 m)"
Neethi Apartment,28.6312,77.3017,26,26,0.001514386673397274,0.0003341321596106595,0.00028021296257994154,"Neethi Apartment (37 m), Prince Apt (48 m), Prince Apartment (92 m), Prince Apartment (108 m), Mithla Apartment (194 m)"
Prince Apartment,28.6308,77.300697,17,17,0.0010095911155981827,0.00011304888201611719,0.00017245817496812992,"Prince Apartment (19 m), Prince Apt (61 m), Neethi Apartment (108 m), Neethi Apartment (144 m), Mandawali Gov Scl (177 m)"
Mandawali Gov Scl,28.631008,77.298904,7,7,0.0010095911155981827,0.0001846706086013368,0.0002393509698005318,"Mandawali Government School (59 m), Government Senior Secondary School (125 m), Prince Apartment (177 m), Prince Apartment (186 m), Mithla Apartment Chandar Vihar (212 m)"
Chandar Vihar,28.633,77.299,11,11,0.0010095911155981827,0.0010388995850744004,0.00021111651653467933,"Mithla Apartment Chandar Vihar (22 m), Mandawali Government School (180 m), Government Senior Secondary School (180 m), Mandawali Gov Scl (221 m), Prince Apartment (287 m)"
Ashirwad Apartment,28.6347,77.3022,27,27,0.0017667844522968198,0.0027968145221848365,0.0003309521603289086,"Ashirwad Apartment (40 m), Mithla Apartment (197 m), New Surya Kiran Apartments (264 m), Himalaya Apartment (345 m), Neethi Apartment (366 m)"
Gazipur Depot,28.641375,77.315674,139,139,0.004038364462392731,0.008900315814483691,0.0006286942644375392,"Gazipur Depot (54 m), Gazi Pur Depot (54 m), TELCO Gazipur (64 m), Gazipur Depot (65 m), Gazipur Depot (74 m)"
ISBT Anand Vihar,28.6457,77.3172,39,39,0.002271580010095911,0.0005925814898923647,0.00041960470756393286,"ISBT Anand Vihar (22 m), ISBT Anand Vihar main Road (41 m), ISBT Anand Vihar (123 m), Anand Vihar ISBT Main Road (141 m), Anand Vihar ISBT Main Road (155 m)"
Durlabh Nath Vatika Mangol Puri,28.68775,77.08728,22,22,0.0012619888944977284,5.612453275986414e-06,0.00013838469339899962,"Mangolpuri B-Block (18 m), Durlabh Nath Vatika Mangol Puri (47 m), Mangolpuri B-Block (54 m), R Block Mangolpuri (142 m), R Block Mangolpuri (153 m)"
T Block Mangol Puri,28.6879247,77.0829454,52,52,0.0035335689045936395,0.0018151832709893878,0.000449262424594371,"T Block Mangol Puri (31 m), T Block Magol Puri (179 m), T Block Mangol Puri (210 m), Sultan Pur X- ing (428 m), Mangolpuri B-Block (387 m)"
Chhath Park Mangol Puri,28.692583,77.086783,22,22,0.001514386673397274,0.0009132700202163736,0.00023230911623639476,"Chhath Park Mangol Puri (20 m), Chhath Park Mangol Puri (20 m), P Block Mangolpuri (95 m), P Block Mangolpuri (106 m), C Block Mangol Puri (374 m)"
C Block Mangol Puri,28.692483,77.09145,20,20,0.0010095911155981827,0.00017436047370908333,0.00015804175602528726,"C Block Mangol Puri (84 m), D Block Mangolpuri (249 m), Q Block Mangol Puri (439 m), PS Mangol Puri (447 m), PS Mangol Puri (475 m)"
Q Block Mangol Puri Terminal,28.687978,77.091856,14,14,0.001514386673397274,0.00035964540034052475,0.00023561742463704737,"Q Block Mangol Puri (70 m), Q Block Mangolpuri (87 m), Q-Block Mangolpuri (123 m), R Block Mangolpuri (295 m), R Block Mangolpuri (308 m)"
Rani Jhansi Road Jhande Walan,28.6456,77.205,19,19,0.001514386673397274,0.00030796548194460786,0.0002132587367248924,"Rani Jhansi Marg (29 m), Jhandewalan (163 m), Jhandewalan (164 m), Jhandewalan (198 m), Jhandewalan (198 m)"
St. Colambas School,28.629131,77.205322,4,4,0.000757193336698637,0.0,0.00011969279046392524,"Gole Market (Sahitya Sadan) (20 m), Gole Market (St. Columbas School) (26 m), Gole Market (Sahitya Sadan) (29 m), sent. colam bus school (257 m), NDPO (Kharak Singh Marg) (340 m)"
NDPO,28.625589,77.206627,190,190,0.005300353356890459,0.006742210370607509,0.0007657957540271457,"NDPO (17 m), NDPO (Kharak Singh Marg) (169 m), Pt. Pant Marg (210 m), NDPO (232 m), Gurudwara Bangla Sahib (266 m)"
Baroda House,28.615894,77.230278,72,72,0.003785966683493185,0.006992375258049187,0.0006839142921530649,"Baroda House (0 m), Baroda House (224 m), Baroda House (227 m), Patiala House (346 m), Patiala House (356 m)"
APS Colony/ Jharera Gaon,28.579967,77.144817,58,58,0.0017667844522968198,0.0018606560471694784,0.0002968234558058939,"APS Colony/ Jharera Gaon (62 m), Air Force HQ / Subroto Park (430 m), Air Force HQ / Subroto Park (477 m), APS Colony / Arjun Path (560 m), Arjun Path / APS Colony (620 m)"
Air Force HQ / Subroto Park,28.584133,77.146033,64,64,0.001514386673397274,0.005837406186646246,0.0002620950088320936,"Air Force HQ / Subroto Park (51 m), APS Colony/ Jharera Gaon (477 m), APS Colony/ Jharera Gaon (531 m), Maharana Pratap Chowk (646 m), APS Colony / Arjun Path (982 m)"
Moti Bagh,28.581732,77.174355,12,12,0.0012619888944977284,0.00013974764737551722,0.00016853033618325069,"South Moti Bagh (Ring Road) (23 m), Rao Tula Ram Marg (25 m), South Moti Bagh (Ring Road) (25 m), South Moti Bagh (Ring Road) (24 m), MOTI BAGH (25 m)"
Hyatt Hotel,28.5702,77.185699,59,59,0.001514386673397274,0.0009425203880827419,0.00025188671072093533,"Hyatt Hotel (12 m), Hyatt Hotel (GAIL) (53 m), R K Puram M (58 m), Hyatt Hotel (GAIL) (118 m), RK Puram Crossing (295 m)"
IP Park / Nizamuddin Road Bridge East,28.60122,77.254494,16,16,0.001514386673397274,4.5062399450458635e-05,0.0002948520219726259,"Nizamuddin Road Bridge (244 m), Nizamuddin Road Bridge (308 m), Nizamuddin Road Bridge (405 m), Nizamuddin Road Bridge (470 m), Nizamuddin Road Bridge (622 m)"
Pusta X-Ing,28.613014,77.282074,8,8,0.002523977788995457,0.002061360749383542,0.00033592177894432564,"Akshardham Temple / Pusta Crossing (45 m), Akhardham Temple (85 m), Pusta Crossing (90 m), Samas Pur Jagir (294 m), Delhi Police Appartments (298 m)"
Patparganj Flyover,28.617405,77.28759,2,2,0.000757193336698637,9.38463095456259e-05,0.00010463441162092023,"Patpar Ganj Flyover (43 m), Patpar Ganj Flyover (65 m), Patparganj (122 m), Patparganj (144 m), Mother Dairy Crossing (172 m)"
Sanjay Lake NH-24,28.619476,77.2939,11,11,0.0012619888944977284,0.0004388599673716788,0.0002536960021899419,"Sanjay Lake NH-24 (33 m), Sanjay Lake Trilokpuri (140 m), Sanjay Lake Trilokpuri (174 m), Govt Model School / Ambedkar Park (258 m), Govt Model School / Ambedkar Park (279 m)"
Vinod Nagar,28.6248,77.309502,11,11,0.003785966683493185,0.03398865552114133,0.0008090928122327503,"Khichdipur (18 m), Vinod Nagar (22 m), Vinod Nagar (78 m), Vinod Nagar (89 m), East Vinod Nagar (104 m)"
Khichri Pur NH-24,28.626181,77.31295,12,12,0.002271580010095911,0.006347547718133697,0.0003649759324422679,"Khichdipur (98 m), Khichri Pur NH-24 (127 m), Parivar Apartment (358 m), Vinod Nagar (370 m), NHW-24 Xing (Gazipur Xing) (367 m)"
Mohammadpur Village,28.564882,77.188919,66,66,0.003028773346794548,0.0026504255800851337,0.0005189879637541118,"Mohammadpur Village (1 m), Mohammadpur Village (26 m), Bhikaji Kama Place (147 m), Safdarjung E (180 m), Safdarjung Enclave (183 m)"
Bhikaji Kama Place,28.5662,77.189102,2,2,0.0005047955577990914,0.0,6.420678387773822e-05,"Safdarjung E (35 m), Mohammadpur Village (125 m), Mohammadpur Village (147 m), Mohammadpur Village (149 m), Bhikaji Cama Place (200 m)"
Chankiya Bhawan,28.583433,77.191849,1,1,0.0005047955577990914,0.0,8.457742115387039e-05,"Chanakya Bhawan (30 m), Chanakya Bhawan (52 m), Palika Club (79 m), Palika Club (88 m), Akbar Bhawan (294 m)"
Palika Club,28.58407,77.192215,8,8,0.001514386673397274,0.0009815022407067874,0.0002155219069089201,"Palika Club (15 m), Chanakya Bhawan (28 m), Chanakya Bhawan (62 m), Chankiya Bhawan (79 m), Akbar Bhawan (240 m)"
Vinay Marg,28.5862,77.1934,21,21,0.001514386673397274,0.0034412983583377793,0.000314056889290502,"Vinay Marg (37 m), Akbar Bhawan (226 m), Palika Club (255 m), Palika Club (263 m), Akbar Bhawan (255 m)"
Ashoka Hotel,28.5944,77.196,21,21,0.000757193336698637,0.001527001984903316,0.00018905193288418722,"Ashoka Hotel (39 m), HOTEL SAMRAT ASHOK (359 m), HOTEL SAMRAT ASHOK (378 m), THE LEELA PALACE KEMPINSKI (531 m), USSR Embassy (636 m)"
Race Course,28.5966,77.2033,21,21,0.0017667844522968198,0.002439273830722792,0.0003813924991615638,"Race Course (45 m), Delhi Gymkhana Club (210 m), Delhi Gymkhana Club (226 m), HOTEL SAMRAT ASHOK (377 m), HOTEL SAMRAT ASHOK (396 m)"
Delhi Gymkhana Club,28.596533,77.205444,2,2,0.0005047955577990914,0.0,0.00010525382189375469,"Delhi Gymkhana Club (24 m), Race Course (210 m), DELHI GYMKHANA CLUB (243 m), DELHI GYMKHANA CLUB (261 m), Race Course (249 m)"
