stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops
Nangloi JJ Colony Lokesh Cinema,28.682093,77.058859,168,168,0.004795557799091368,0.04043263739595703,0.0012776776867502388,"Nangloi JJ Colony Lokesh Cinema (7 m), Nangloi JJ Colony-II (37 m), Nangloi JJ Colony Lokesh Cinema (56 m), Nangloi JJ Colony Lokesh Cinema (61 m), Nangloi JJ Colony Lokesh Cinema (70 m)"
Qamruddin Nagar Terminal,28.682061,77.054037,169,169,0.002523977788995457,0.011358569463602829,0.0007648360713905631,"Qamruddin Nagar Terminal (14 m), Qamruddin Nagar Terminal (32 m), Qamruddin Nagar Terminal (35 m), NANGLOI JJ COLONY-2 (395 m), Nangloi JJ Colony-II (436 m)"
Hotel Diplomat,28.6067,77.1882,1,1,0.0005047955577990914,0.0,9.273822549617279e-05,"Palika Kutumb (102 m), Palika Kutumb (150 m), 11 Murti (307 m), 11 Murti (484 m), Bhartiya Sadhu Samaj (475 m)"
RR Hospital,28.590067,77.155817,35,35,0.0012619888944977284,0.003573006890942595,0.00034792439913912024,"RR Hospital / Maharana Pratap Chowk (92 m), Golf Club (414 m), Golf Club (411 m), Maharana Pratap Chowk (530 m), R R Line (787 m)"
Base Hospital,28.5893,77.1196,6,6,0.001514386673397274,0.004967055657864486,0.0003492247561915683,"Bes Hospital (13 m), Kendriya Vidhyalaya (19 m), Kendriya Vidhyalaya (30 m), Blood Bank (272 m), Blood Bank (306 m)"
Sec-6  and  10 Market,28.5906,77.0587,1,1,0.0005047955577990914,3.095110920066008e-05,0.00015770885471238694,"Dwarka Sec 6-10 Market (83 m), Dwarka Sec 6-10 Market (90 m), Dwarka Sector-6/10- 5/11 Xing (164 m), Dwarka Sector-6/10- 5/11 Xing (172 m), Kaveri Apartments (403 m)"
Dwarka Sec-13/14 Xing,28.6047,77.0344,1,1,0.0005047955577990914,0.0004984052558867965,9.452621345849363e-05,"Dwarka Sec 13 Pkt 1 (8 m), DDA Flats Sec 14 Dwarka (29 m), Dwarka LIG Flats Sec- 14 (29 m), Dwarka LIG Flats Sec-14 (209 m), Dwarka Sec 13 (213 m)"
Dwarka LIG Flats Sec-14,28.6032,77.0331,1,1,0.0005047955577990914,3.3233625504964216e-06,0.00017606215542825327,"SFS Flats Dwarka Sec 13 (161 m), Dwarka LIG Flats Sec- 14 (193 m), Dwarka Sec 13 Pkt 1 (201 m), DDA Flats Sec 14 Dwarka (212 m), Dwarka Sec-13/14 Xing (209 m)"
Rohini Sec 16 (T),28.7433529367675,77.1217385961768,7,7,0.0005047955577990914,0.0,8.480076630311162e-05,"Rohini Sec 16 (T) (26 m), Delhi Coll Of Eng Shad (35 m), Rohini Sec16 Xing (133 m), Rohini Sec-16 Xing (147 m), Rohini Sec 16 (Maharaja Aggarsen Dharam Sthal) (163 m)"
B2 Sec 11 Rohini,28.7305947921443,77.1175132744923,6,6,0.000757193336698637,0.0002890518532684797,0.0001283010486029053,"B2 Sec 11 Rohini (34 m), Rohini SFS Flats (184 m), Rohini Sec 11 (366 m), Rohini Sec-11 (Aggarwal Sabha) (396 m), Rohini Depot-II (396 m)"
A Block Sec 11 Rohini,28.727041,77.114345,6,6,0.0005047955577990914,9.389499154205538e-05,0.00013364186033202753,"A Block Sec 11 Rohini (58 m), Rohini sec- 11 Pocket- A (163 m), B2 Sec 11 Rohini (485 m), B2 Sec 11 Rohini (501 m), Rohini sec-11  Pocket-A (613 m)"
Rithala Metro Station,28.7198,77.108584,39,39,0.0027763755678950025,0.004453963154489918,0.0005364458485090447,"Rithala Metro Station (15 m), Rithala Metro Station (19 m), Rithala Vill Xing (23 m), Rithala Metro Station (95 m), anubhav  appartment (381 m)"
Rohini Depot 1 Sec 6,28.71645,77.113467,20,20,0.0017667844522968198,0.0015899090974313224,0.0003199527255799298,"Rohini Depot 1 Sec 6 (Ambedkar Hospital) (88 m), Rohini West Metro Station (167 m), Rajeev Gandhi Cancer Hospital (182 m), Rajeev Gandhi Cancer Hospital (183 m), Rohini West Metro Station (220 m)"
Rohini West Metro Station,28.7154,77.1147,38,38,0.0020191822311963654,0.00032854565637918047,0.00029450143637181083,"Rohini West Metro Station (53 m), Rohini Depot 1 Sec 6 (Ambedkar Hospital) (83 m), Rohini Depot 1 Sec 6 (167 m), Rohini Sec-9 /7 (302 m), Rajeev Gandhi Cancer Hospital (348 m)"
Rohini Sec-9 /7,28.7138,77.1172,11,11,0.000757193336698637,3.757435306173146e-06,0.00012861398382148505,"Rohini West Metro Station (253 m), Rohini Sec 9 A Block (271 m), Rohini Sec 9 A Block (273 m), Rohini West Metro Station (302 m), Rohini Sec-9 (363 m)"
Dwarka Sec 13 Pkt 1,28.6046464,77.0343406,4,4,0.000757193336698637,0.0008114835260575784,0.00013678400886136695,"Dwarka Sec-13/14 Xing (8 m), Dwarka LIG Flats Sec- 14 (24 m), DDA Flats Sec 14 Dwarka (30 m), Dwarka LIG Flats Sec-14 (201 m), Dwarka Sec 13 (221 m)"
SFS Flats Dwarka Sec 13,28.6020359,77.0321234,4,4,0.0005047955577990914,0.0003076628585987457,0.00018010603643927914,"Dwarka LIG Flats Sec-14 (161 m), MIG DDA Flats Pkt B (203 m), Dwarka LIG Flats Sec- 14 (353 m), Dwarka Sec 13 Pkt 1 (362 m), DDA Flats Sec 14 Dwarka (372 m)"
Dwarka Sec 14 Metro Station,28.6022359,77.0255258,10,10,0.000757193336698637,0.00048819292581248747,0.00028537514142040223,"dwarika sec-14 metro stn. (41 m), Dwarka Sec 14 Metro Station (65 m), Int Law University Sec 14 Dwarka (360 m), Int Law University Sec 14 Dwarka (425 m), Bodhik Sampda Bhawan (468 m)"
Int Law University Sec 14 Dwarka,28.5994982,77.0224868,8,8,0.0005047955577990914,0.00010577150516135726,0.00018142691833638035,"National Law University Delhi (106 m), Int Law University Sec 14 Dwarka (134 m), National Law University Delhi (165 m), Bodhik Sampda Bhawan (377 m), Bodhik Sampda Bhawan (405 m)"
Moti Bagh Gurudawara Nanakpura,28.584933,77.172167,98,98,0.004038364462392731,0.00678589081013658,0.000617942288488718,"Moti Bagh Gurudawara Nanakpura (15 m), Gurudwara Moti Bagh (33 m), Moti  Bagh (179 m), Satya Niketan (348 m), South Moti Bagh (Ring Road) (390 m)"
Geeta Ashram,28.5919,77.1211,49,49,0.0020191822311963654,0.00926394580043224,0.0002952617050679102,"Geeta Ashram (33 m), Sadar B D Cant (110 m), Kendriya Vidhyalaya (295 m), Kendriya Vidhyalaya (305 m), Base Hospital (323 m)"
Kendriya Vidhyalaya,28.5895,77.1198,33,33,0.0010095911155981827,0.00768446916388287,0.00016404433306625184,"Kendriya Vidhyalaya (11 m), Base Hospital (30 m), Bes Hospital (37 m), Geeta Ashram (295 m), Blood Bank (301 m)"
Blood Bank,28.586733,77.11845,31,31,0.0010095911155981827,0.0024150619827730357,0.00014366665542915884,"Blood Bank (35 m), Bes Hospital (297 m), Base Hospital (306 m), Kendriya Vidhyalaya (324 m), Kendriya Vidhyalaya (334 m)"
More Lines,28.583117,77.116617,43,43,0.002523977788995457,0.015759896290224,0.0005738404571973563,"More Lines (7 m), Iol Dc (12 m), More Lines (29 m), Mor Lines (67 m), Mor Lines (67 m)"
Vikas Sadan,28.576682,77.213418,21,21,0.0010095911155981827,0.00012659765670118008,9.44380750838676e-05,"Vikas Sadan (9 m), Safdarjung Terminal (299 m), SAFDAR JANG TERM. (339 m), Safdurjung Terminal (344 m), Safdarjung Terminal (345 m)"
Nauroji Nagar,28.569397,77.195886,175,175,0.0035335689045936395,0.0061463812123805864,0.0005692405462030805,"Nauroji Nagar (49 m), Nauroji Nagar (84 m), AB Block Sarojini Nagar (342 m), Green Field School (412 m), Green Field School (413 m)"
Hyatt Hotel (GAIL),28.569743,77.186793,60,60,0.0012619888944977284,0.0001771297446409518,0.00016824864880379071,"R K Puram M (65 m), Hyatt Hotel (GAIL) (78 m), Hyatt Hotel (118 m), Hyatt Hotel (125 m), Netaji Nagar (300 m)"
RK Puram Sec-12,28.5723,77.1798,60,60,0.0020191822311963654,0.0015806079605519478,0.00026010105843601763,"RK Puram Sec 13 (217 m), Aradhana Enclave (261 m), ARADHNA ENCLAVE (349 m), RK Puram Sec-12 (376 m), RK Puram Sec-12 (359 m)"
Mubarakpur Dabas,28.711117,77.037917,13,13,0.0010095911155981827,7.289932310388532e-05,0.00018201991180880197,"Mubarakpur Dabas (6 m), Mubarakpur Dabas (29 m), Mubarakpur School (384 m), Mubarakpur School (403 m), Mubarakpur Xing (952 m)"
Rani Khera Village,28.70358,77.02789,18,18,0.0020191822311963654,0.002649956931790752,0.0004172859228520453,"Rani Khera Village (76 m), Rani Khera School / Bhagya Vihar (610 m), Rani Khera Depot Crossing (616 m), Rani Khera School / Bhagya Vihar (627 m), Rani Khera Depot Crossing (641 m)"
Mundka Railway Xing,28.6893,77.0271,2,2,0.000757193336698637,0.00015213774354214793,0.00016881038466314027,"Mundka Railway Xing (50 m), Mundka Railway Station (187 m), Mundka Railway Station (241 m), mundka metro station (252 m), Friends Enclave Mundka (311 m)"
Nangloi JJ Colony Lokesh Cinema,28.682315,77.059529,168,168,0.004795557799091368,0.04043263739595703,0.0012776776867502388,"Nangloi JJ Colony Lokesh Cinema (14 m), Nangloi JJ Colony Lokesh Cinema (14 m), Nangloi JJ Colony Lokesh Cinema (70 m), Nangloi JJ Colony Lokesh Cinema (77 m), Nangloi JJ Colony-II (101 m)"
Nangloi JJ Colony,28.682,77.0728,9,9,0.0020191822311963654,0.00014815993095692836,0.0001815611116540469,"Maha Raja Surajmal Stadium (16 m), Surajmal Stadium (23 m), Savda Jj Colony (36 m), Nangloi JJ Colony (89 m), Nangloi JJ Colony-III (144 m)"
Jwala Puri Nangloi Depot,28.681417,77.0791,14,14,0.001514386673397274,4.661763553738898e-05,0.00013747087309139147,"Jwala Puri / Nangloi Depot (30 m), Nangloi Bus Stand (33 m), Jwala Puri / Nangloi Depot (36 m), Nangloi JJ cly No 4 (244 m), Nangloi JJ cly No 4 (266 m)"
Peera Garhi,28.6799,77.0912,3,3,0.0010095911155981827,1.1314079860449102e-05,0.0001689227800302113,"Mian Wali Nagar (15 m), Mian Wali Nagar (15 m), Peera Garhi Metro Station (61 m), Peera Garhi Metro Station (88 m), Udyog Nagar (166 m)"
Punjabi Bagh Terminal,28.667724,77.137508,182,182,0.005300353356890459,0.024577118346030418,0.0009817501039796792,"Punjabi Bagh Terminal (45 m), Punjabi Bagh Terminal (177 m), Punjabi Bagh More (172 m), Punjabi Bagh Terminal (171 m), Punjabi Bagh Terminal (181 m)"
New Moti Nagar B Block,28.66365,77.140683,104,104,0.000757193336698637,0.004527596708116089,0.00013378979356301864,"New Moti Nagar B Block (18 m), Moti Nagar B Block (102 m), Moti Nagar B Block (125 m), Karam Pura (247 m), Karampura Terminal (337 m)"
Karampura Terminal,28.6604173918537,77.1437698380862,130,130,0.0027763755678950025,0.00393321083706109,0.00044393207067980914,"Karampura Terminal (33 m), Karampura Terminal (82 m), Karampura Terminal (150 m), Moti Nagar (177 m), Moti Nagar (202 m)"
Moti Nagar Industrial Area,28.6588833333333,77.1466833333333,135,135,0.0027763755678950025,0.002544445058470606,0.0005086266165151878,"ESI Dispensary (185 m), ESI Dispensary/CGHS Dispensary (200 m), Moti Nagar Industrial Area (248 m), Karampura Terminal (250 m), Moti Nagar (244 m)"
Moti Nagar Industrial Area,28.6575,77.1489,135,135,0.0027763755678950025,0.002544445058470606,0.0005086266165151878,"Moti Nagar Industrial Area (44 m), Moti Nagar Ind Area (Kirti Nagar Road) (143 m), Moti Nagar Industrial Area (265 m), Moti Nagar Ind. Area//Kirti Nagar (316 m), ESI Dispensary (349 m)"
Shadipur Depot,28.6536,77.1553,133,133,0.0017667844522968198,0.0019742660864530814,0.00043579620956714046,"Shadipur Depot (57 m), Shadipur Colony (235 m), Shadipur Colony (241 m), Pandav Nagar (424 m), Shadipur DTC Colony Metro Station (401 m)"
West Patel Nagar,28.64795,77.164783,169,169,0.002523977788995457,0.0031352047333921443,0.0005910255900796982,"West Patel Nagar (53 m), South Patel Nagar (Metro Station) (452 m), South Patel Nagar (Metro Station) (455 m), South Patel Nagar (Metro Station) (492 m), Ranjeet Nagar (760 m)"
East Patel Nagar,28.642967,77.17315,189,189,0.0035335689045936395,0.005110555530693514,0.0004821276844951175,"East Patel Nagar (37 m), East Patel Nagar (67 m), East Patel Nagar (302 m), East Patel Nagar (310 m), Rajender Nagar (346 m)"
Rajender Nagar,28.641,77.1759,27,27,0.0010095911155981827,0.004427087944870217,0.00022522274981637085,"Fire Station Shankar Road (18 m), Fire Station Shankar Road (31 m), Rajender Nagar (45 m), East Patel Nagar (161 m), East Patel Nagar (179 m)"
New Rajender Nagar,28.6366,77.183683,31,31,0.0005047955577990914,0.0003820817702399152,0.00011413297010671943,"Sanatan Dharam Mandir Shankar Road (20 m), Sanatan Dharam Mandir Shankar Road (49 m), New Rajinder Nagar Post Office (74 m), Rajender Nagar Crossing (342 m), Rajender Nagar Crossing (352 m)"
Upper Ridge Road,28.6321026,77.1902553,65,65,0.0020191822311963654,0.0038434971101782645,0.0005057197497014933,"Upper Ridge Road (24 m), Ridge Road (36 m), Ridge Road (138 m), Ridge Road (161 m), CPRTI/ Delhi Jal Board (597 m)"
Talkatora Stadium,28.6263,77.1965,134,134,0.0020191822311963654,0.0025975945168595646,0.0003524281439362221,"Talkatora Stadium (12 m), BIRLA MANDIR (162 m), RML Hospital (240 m), RML Hospital (243 m), Dr. RML Hospital (410 m)"
Kendriya Terminal (Pt. Pant Marg),28.621545,77.206233,179,179,0.003785966683493185,0.0013424492712807686,0.0003201611963189704,"Kendriya Terminal (Pt. Pant Marg) (23 m), Kendriya Terminal / Gurudwara Rakab Gunj (110 m), Gurudwara Rakab Gunj (109 m), Gurudwara Rakab Ganj Road (126 m), Gurudwara Rakab Ganj Road (126 m)"
NDPO,28.62548,77.2065,190,190,0.005300353356890459,0.006742210370607509,0.0007657957540271457,"NDPO (17 m), NDPO (Kharak Singh Marg) (162 m), Pt. Pant Marg (197 m), NDPO (219 m), Gurudwara Bangla Sahib (278 m)"
Dhauladhar Apartments Sec-5,28.597,77.062583,2,2,0.0005047955577990914,0.0012693806648116626,0.0001013912674645975,"Dhauladhar Apartments Sec-5 (19 m), dwarka sec-5 (76 m), dwarka sec-5 (75 m), Dwarka Sector-5 (208 m), Dwarka Sec 2-6 (234 m)"
Kaveri Apartments,28.594083,77.060017,2,2,0.0005047955577990914,0.0007995262785688579,0.0003635292110672238,"Kaveri Appartment Dwarka Sec-6 (9 m), Kaveri Appartment Dwarka Sec-6 (20 m), Kaveri Apartments (20 m), Dwarka Sector-6/10- 5/11 Xing (289 m), Dwarka Sector-6/10- 5/11 Xing (290 m)"
Green View Apartments Dwarka,28.5801641,77.0442885,2,2,0.0005047955577990914,0.0004392828252921238,0.0003615529778363969,"Green View Apartments Dwarka (91 m), Dwarka Sec 19 Pocket B (T) (279 m), Dwarka Sec 19 Pocket B (T) (279 m), School Of Excellence Dwarka (499 m), OPG World School Dwarka (512 m)"
Dwarka Sec 19 Pocket B (T),28.5777621588514,77.0451389278565,4,4,0.0005047955577990914,0.0003109949008713104,0.00013247039732355943,"Dwarka Sec 19 Pocket B (T) (18 m), School Of Excellence Dwarka (220 m), School Of Excellence Dwarka (234 m), Nirankari Chowk Dwarka (275 m), Green View Apartments Dwarka (279 m)"
Delhi Sachivalaya (Rajghat Power House),28.6381415391405,77.2526959677957,33,33,0.001514386673397274,0.0008030062522390933,0.00022474474396419516,"Delhi Sachivalaya (Rajghat Power House) (14 m), Rajghat Gandhi Darshan (167 m), Kishan Ghat (219 m), Rajghat Gandhi Darshan (258 m), Gandhi Darshan (546 m)"
Delhi Gate (JLN Marg),28.639959,77.238071,87,87,0.003028773346794548,0.0011846260979249234,0.00033783940467526074,"Delhi Gate (JLN Marg) (7 m), Delhi Gate (JLN Marg) (9 m), Delhi Gate (99 m), LNJP Hospital (245 m), Delhi Gate (284 m)"
LNJP Hospital,28.6401,77.234817,80,80,0.0012619888944977284,0.0013105803823209397,0.00011678095082208375,"LNJP Hospital (74 m), Delite Cinema (123 m), Delite Cinema (127 m), Turkman Gate / G B Pant Hosipatal (231 m), Turkman Gate / GB Pant Hospital (253 m)"
Zakir Husain College,28.641133,77.229676,154,154,0.002523977788995457,0.006220101345875594,0.00032641861269696194,"Zakir Husain College (6 m), Zakir Husain College (32 m), Zakir Husain College (38 m), JLN Marg (168 m), JLN Marg (208 m)"
Ajmeri Gate / Kamla Market,28.644083,77.22405,85,85,0.004290762241292276,0.05650794150236629,0.0012176558378830993,"Kamla Market / Ajmeri Gate (10 m), Kamla Market (30 m), kamla market (37 m), Kamla Market / Ajmeri Gate (64 m), Kamla Market / Ajmeri Gate (85 m)"
B-Block Mangolpuri,28.6881,77.0951,22,22,0.0020191822311963654,0.002292825149674329,0.00034068252792910617,"B Block Mangol Puri (123 m), Mangol Puri B Block (ORR) (156 m), B Block Mangol Puri (235 m), Mangol Puri B Block (ORR) (234 m), Q Block Mangol Puri Terminal (317 m)"
Mangol Puri S Block,28.692463,77.081984,49,49,0.0035335689045936395,0.01560496148925075,0.0004729837811565859,"Mangol Puri S Block (16 m), Mangolpuri S Block (26 m), S Block Mangolpuri (33 m), Mangolpuri S Block (52 m), S Block Mangol Puri (63 m)"
Sultan Puri AB Block Extension,28.69275,77.077417,33,33,0.0012619888944977284,0.00015774621940787666,0.00011518236262802992,"Sultan Puri AB Block Extension (35 m), Sultanpuri XING (85 m), Mangolpuri DDA Market (341 m), Sultan Puri AB Block (440 m), Mangolpuri S Block (442 m)"
Sultanpuri D Block,28.7005,77.0753,23,23,0.000757193336698637,0.0,8.876341744401325e-05,"Sultanpuri Machhi Market (36 m), Sultanpuri C Block (51 m), Sultanpuri Machhi Market (92 m), Sultanpuri D Block (100 m), Sultanpuri C Block (122 m)"
Moti Nagar,28.658615,77.144108,62,62,0.001514386673397274,0.0003150489249812484,0.0002519573248805946,"Moti Nagar (29 m), Karampura Terminal (159 m), Karampura Terminal (180 m), Karampura Terminal (202 m), Moti Nagar Industrial Area (254 m)"
Kirti Nagar,28.655,77.1376,72,72,0.0010095911155981827,0.00017778252770331683,0.000241262708978692,"Kirti Nagar (94 m), Moti Nagar Market (374 m), Moti Nagar Market (434 m), F Block Kirti Nagar (502 m), F Block Kirti Nagar (525 m)"
Basai Darapur / Ramesh Nagar,28.6528,77.1324,67,67,0.0005047955577990914,0.00018465731143420751,0.00013863901011106994,"Basai Darapur / Ramesh Nagar (24 m), Bali Nagar (319 m), Bali Nagar (356 m), Kirti Nagar (472 m), Kirti Nagar (564 m)"
Bali Nagar,28.6519,77.1289,67,67,0.0005047955577990914,0.0005364768278112588,0.00010031512617835798,"Bali Nagar (52 m), Raja Garden (234 m), Mukharji Park (289 m), Raja Garden (292 m), Basai Darapur / Ramesh Nagar (354 m)"
Raja Garden,28.650783,77.1262,68,68,0.0017667844522968198,0.002536366787848056,0.00028720504797493144,"Mukharji Park (4 m), Raja Garden (69 m), Raja Garden (Ring Road) (177 m), Raja Garden (Ring Road) (188 m), Bali Nagar (292 m)"
Rajouri Garden Market,28.645283,77.126883,62,62,0.0035335689045936395,0.023151830792082675,0.0006818045809639093,"Rajouri Garden Market (8 m), Rajouri Garden Market (40 m), Mukharji Park (610 m), Raja Garden (613 m), Raja Garden (667 m)"
Punjabi Bagh Terminal,28.6673,77.135,182,182,0.005300353356890459,0.024577118346030418,0.0009817501039796792,"Punjabi Bagh Terminal (79 m), Punjabi Bagh Terminal (159 m), Punjabi Bagh More (196 m), Punjabi B M M (244 m), Punjabi Bagh Terminal (227 m)"
Sultan Puri F-Block,28.6933,77.0726,1,1,0.0005047955577990914,0.0,0.00010815983146465129,"Sultan Puri AB Block (14 m), Sultan Puri AB Block (45 m), Jalebi Chowk (57 m), Jalebi Chowk Sultan Puri AB Block (249 m), Jalebi Chowk Sultan Puri AB Block (271 m)"
IOL,28.575302,77.117054,41,41,0.0017667844522968198,0.004905329840554251,0.0002787617226551975,"IOL (30 m), Air Force M (204 m), Air Force Museum (225 m), Air Force Museum (224 m), HANUMAN MANDIR (482 m)"
Palam Airport  / IGI Airport T1297,28.569553,77.123517,36,36,0.003028773346794548,0.0012591933447292443,0.0004455589080787393,"Palam Airport  / IGI Airport T111 (21 m), Palam Airport Bypass (24 m), Palam Airport Bypass (25 m), Police Cly M Nagar (27 m), Domestic Airport (355 m)"
Palam More,28.5682,77.1298,37,37,0.0035335689045936395,0.004364488269922617,0.00038362730331657346,"Palam More CGDA (8 m), Palam Colony Mehram Nagar (46 m), Palam More (83 m), Raksha Sampada Bhawan (214 m), Raksha Sampada Bhawan (231 m)"
NHW 8 Crossing,28.5695,77.1326,54,54,0.005047955577990914,0.021109636142841077,0.0008900505287547972,"NHW 8 Crossing (35 m), Raksha Sampada Bhawan (81 m), Raksha Sampada Bhawan (106 m), Raksha S Bhawa (245 m), Palam More (295 m)"
Shankar Vihar / National Highway 8,28.566514,77.134394,28,28,0.002523977788995457,0.0007320779075960991,0.00045602675242738434,"Shankar Vihar/ National Highway 8 (20 m), Shankar Vihar NH-8 (44 m), Raksha S Bhawa (166 m), NHW 8 Crossing (344 m), Raksha Sampada Bhawan (352 m)"
Mahipal Pur Extension,28.5536552,77.1320232,25,25,0.004290762241292276,0.002348630346594141,0.0006944726409299321,"Mahipal Pur Extension (14 m), Mahipal Pur Extension (43 m), Mahipal Pur Extension (63 m), A Block Mahipalpur (573 m), Mahipal Pur (NH-8) (914 m)"
A Block Mahipalpur,28.549732,77.128212,2,2,0.0010095911155981827,7.439601151181537e-08,0.00013799154149044413,"Mahipal Pur (NH-8) (351 m), Mahipal Pur (NH-8) (354 m), Mahipal Pur Village (460 m), Mahipal Pur Village (473 m), Mahipal Pur Crossing (447 m)"
Mahipal Pur Crossing,28.5469925560048,77.1248578714456,15,15,0.002523977788995457,0.0003417042964984421,0.00037709666233652194,"Mahipal Pur (NH-8) (118 m), Mahipal Pur (NH-8) (121 m), Mahipal Pur Crossing (208 m), Mahipal Pur Crossing NH-8 (222 m), Mahipal Pur Village (227 m)"
AeroCity Metro Station,28.5485644228083,77.1190470676406,25,25,0.002523977788995457,0.00194061267807056,0.00041439347212739245,"AeroCity Metro Station (215 m), Radission Hotel (404 m), Raddison Hotel (475 m), Mahipal Pur Crossing NH-8 (500 m), Mahipal Pur Crossing NH-8 (499 m)"
Centaur Hotel / New Custom House,28.5489410764256,77.1050550672797,42,42,0.0027763755678950025,0.0014493111489394031,0.0005706290964726053,"Centaur Hotel / New Custom House (1 m), Santoor Hotel (60 m), Centaur Hotel (157 m), AMPC (Automated Mail Processing Centre) (553 m), AMPC (Automated Mail Processing Centre) (573 m)"
Air Traffic Control Office,28.5564982,77.0937616,35,35,0.0010095911155981827,0.0003904787397225085,0.00019814084592755432,"Air Traffic Control Office (26 m), Air Traffic Control (ATC) (91 m), Air Traffic Control (117 m), IGI Airport Terminal 2 (Air India Office) (204 m), IGI Airport Terminal 2 (Air India Office) (256 m)"
IGI Airport Terminal 2 (Air India Office),28.5570769,77.0911999,49,49,0.0012619888944977284,6.053468567396324e-07,0.00018657086080157477,"IGI Airport Terminal 2 (Air India Office) (14 m), IGI Airport Terminal 2 (Air India Office) (58 m), Air Traffic Control Office (259 m), Air Traffic Control Office (265 m), Air Traffic Control (ATC) (348 m)"
Mori Gate Terminal,28.666517,77.225883,129,129,0.003028773346794548,0.0008365047086432858,0.00031571320354274073,"Mori Gate Terminal (127 m), ISBT Kashmere Gate Terminal (161 m), ISBT Kashmere Gate Terminal (168 m), ISBT Nityanand Marg (197 m), Nityanand Marg (216 m)"
J and K House,28.601288,77.222162,17,17,0.001514386673397274,0.00010226880865050142,0.00029951478968413196,"J and K House (86 m), Ravindra Nagar (418 m), Prithviraj Road Crossing (471 m), Prithviraj Road Crossing (469 m), Claridges Hotel (441 m)"
AIIMS,28.566983,77.20795,83,83,0.003281171125694094,0.0026241838014671214,0.0003868144580662207,"Safdurjung Hospital / AIIMS (36 m), Safderjung Hospital (139 m), SJ Hospital (436 m), Yusuf Sarai (475 m), Yusuf Sarai (489 m)"
Yusuf Sarai,28.5627,77.2077,51,51,0.0017667844522968198,0.0008256053092698502,0.00025022638090281313,"Yusuf Sarai (31 m), Green Park (466 m), AIIMS (475 m), Safdurjung Hospital / AIIMS (504 m), Safderjung Hospital (605 m)"
Green Park,28.5572,77.2068,51,51,0.0005047955577990914,0.0005166434870258299,0.00011350929334189415,"Green Park (153 m), Hauz Khas (501 m), Hauz Khas (505 m), Yusuf Sarai (601 m), Yusuf Sarai (616 m)"
Hauz Khas,28.5529,77.2051,54,54,0.0010095911155981827,0.0005544559764804651,0.00022917395341526308,"Hauz Khas (22 m), Padhmini Enclave (366 m), Padmani Enclave (443 m), Green Park (505 m), Green Park (650 m)"
Padhmini Enclave,28.5498,77.2038,25,25,0.000757193336698637,5.6115784925537125e-05,0.00015325288793944098,"Padmani Enclave (77 m), Hauz Khas (366 m), Hauz Khas (371 m), IIT Gate (419 m), IIT Gate (Aurobindo Marg) (473 m)"
IIT Gate,28.5462,77.2025,80,80,0.003028773346794548,0.005827804640928779,0.0005180482361819024,"IIT Gate (Aurobindo Marg) (65 m), IIT Gate (299 m), Padmani Enclave (344 m), IIT Gate (340 m), Panchsheel Club / Sarvpriya Vihar (352 m)"
JNU / Sanchar Office,28.5395951719789,77.175231239359,4,4,0.0005047955577990914,0.0005171540516471598,0.00020337956168908284,"JNU / Sanchar Office (32 m), NII/IIMC (117 m), NIOA(Mass Communiocation) (370 m), FAI (630 m), FAI (634 m)"
ICSSR,28.5319910319041,77.1716200972355,7,7,0.0012619888944977284,0.002063983249219787,0.000459678034881151,"ICSSR (14 m), ICSSR (28 m), ICSSR (35 m), Poorvanchal Hostel (315 m), Poorvanchal Hostel (318 m)"
Kishangarh Crossing,28.5238647306119,77.1687933414772,4,4,0.000757193336698637,0.0014916563024298566,0.00022062653322944167,"Kishangarh Crossing (125 m), Kishan Garh (171 m), B-3 Vasant Kunj (313 m), B82 Vasant Kunj Kendriya Vidhyalaya (314 m), B33 Vasant Kunj Kendriya Vidhyalaya (315 m)"
B82 Vasant Kunj Kendriya Vidhyalaya,28.52446,77.165662,3,3,0.0010095911155981827,0.0032634154485478226,0.00018013100154652136,"B33 Vasant Kunj Kendriya Vidhyalaya (8 m), B-3 Vasant Kunj (16 m), B 3 Vasant Kunj/Central School) (36 m), B-3 Vasant Kunj (67 m), Kishangarh Crossing (314 m)"
Mothers Dairy Kishangarh,28.526653,77.161928,4,4,0.0010095911155981827,0.0010745978480671684,0.0003323077035163298,"Mother Dairy Kishan Garh (4 m), Mothers Dairy Kishangarh (9 m), Mother Dairy Kishan Garh (10 m), B-3 Vasant Kunj (372 m), B 3 Vasant Kunj/Central School) (410 m)"
Vasant Kunj 8-7,28.528836,77.157611,2,2,0.000757193336698637,0.00015979480616204965,0.00020411230743455652,"Vasant Kunj 8 - 7 (21 m), B 8 Vasant Kunj (25 m), B-8 Vasant Kunj (25 m), Goenka public School (174 m), Goenka Public School (174 m)"
Bhatnagar Public School,28.531254,77.153626,4,4,0.001514386673397274,0.0009031835779464759,0.0003939300934198333,"Manav Sathali School (7 m), Bhatnagar Public School (45 m), B- 8-9 (GOYANK SCHOOL) VASANT KUNJ (242 m), B-II Vasant Kunj (261 m), Vasant Kunj Sec-B (261 m)"
