stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min)
Sir Chhotu Ram Polytechnic,28.707239,77.001132,47,47,0.0012619888944977,0.001350854517538,0.0002602674827451,"Sir Chhotu Ram Polytechnic (31 m), Kanjhawala School (716 m), Haryana Shakti School Kanjhawala (716 m), Kanjhawala Haryana Shakti C-School (776 m), Haryana Shakti School Kanjhawla (794 m)",Ghevra,Green Line,2486.3,29.84
Haryana Shakti School Kanjhawla,28.7141664299404,77.0031881385706,21,21,0.0007571933366986,1.6961908856396954e-05,0.0001675628811213,"Kanjhawala Haryana Shakti C-School (22 m), Kanjhawala School (79 m), Haryana Shakti School Kanjhawala (84 m), Dera Sachha Sauda Kanjhawla (440 m), Dera Sachha Sauda (484 m)",Ghevra,Green Line,3278.87,39.35
Desu Sub Station,28.723483,77.004474,47,47,0.0020191822311963,0.0018197799480676,0.000423749043681,"Desu Sub Station (49 m), Kanjhawala Depot (Narela Road) (343 m), Kanjhawala Depot (Narela Road) (366 m), Kanjhawala Depot (Narela Road) (485 m), Dera Sachha Sauda (557 m)",Ghevra,Green Line,4315.85,51.79
Prem Piyau,28.7666506423272,77.0164091280802,52,52,0.0015143866733972,0.0046507129189168,0.0003907363890728,"Prem Piyau (40 m), Prem Piyau (77 m), Prem Piyau (79 m), Chandpur Khurd (713 m), Chandpur Khurd (718 m)",Mundka Industrial Area,Green Line,9221.6,110.66
Shri Krishna Gaushala,28.779779,77.021947,46,46,0.000504795557799,0.0012059218111596,0.0001190524564282,"Shri Krishna Gaushala (46 m), Bajit Pur Crossing (611 m), Bajit Pur Crossing (615 m), Krishna Vihar (919 m), Krishna Vihar (939 m)",Mundka Industrial Area,Green Line,10686.72,128.25
Bajit Pur Crossing,28.7850261947954,77.0238674277204,74,74,0.0020191822311963,0.0108792526414287,0.0002415800211286,"Bajit Pur Crossing (28 m), Krishna Vihar (316 m), Krishna Vihar (334 m), Shri Krishna Gaushala (611 m), Shri Krishna Gaushala (657 m)",Mundka Industrial Area,Green Line,11277.13,135.33
Ishwar Colony,28.794529,77.029967,46,46,0.0012619888944977,0.0058860984339217,0.0002116156024877,"Ishwar Colony (29 m), Panchayat Ghar (398 m), Panchayat Ghar (414 m), Primary School (559 m), Primary School (559 m)",Rithala,Red Line,11118.95,133.43
Panchayat Ghar,28.797939,77.031709,44,44,0.000504795557799,0.0001317915862965,6.579524760778771e-05,"Panchayat Ghar (16 m), Primary School (256 m), Primary School (268 m), Dsidc Sec  1 (330 m), Dsidc Sec  1 (340 m)",Rithala,Red Line,11287.66,135.46
Primary School,28.797795,77.034329,44,44,0.0020191822311963,0.0002893532910257,0.0002328095677649,"Primary School (17 m), Dsidc Sec  1 (97 m), Dsidc Sec  1 (104 m), Bawana Sec 5 (163 m), Bawana (207 m)",Rithala,Red Line,11110.0,133.33
Bawana JJ Colony A-Block,28.803286,77.042336,7,7,0.0015143866733972,0.0011993158435907,0.0003458400643325,"DSIDC Bawana Sec 2 (28 m), DSIDC Bawana Sec 2 (34 m), Bawana Soap Factory (292 m), Bawana Soap Factory (338 m), Bawana Depot Sec 1 Crossing (418 m)",Rithala,Red Line,11120.69,133.45
Air Force Station Bawana,28.809216,77.050758,1,1,0.000504795557799,0.0001435469942759,0.0001027824180132,"Air Force Station (126 m), Bawana JJ Colony A-Block (127 m), Air Force Station (144 m), Air Force Stn Ghoga (165 m), Bawana JJ Colony KL- Block (163 m)",Rithala,Red Line,11241.67,134.91
Jain Shukla Mandir,28.811859,77.053909,11,11,0.0017667844522968,0.0032508497175007,0.0002150861873167,"Jain Bekhunth Mandir (8 m), Jain Bekhunth Mandir (28 m), Air Force Stn Ghoga (200 m), Bawana JJ Colony (305 m), pfa gau shala (293 m)",Rithala,Red Line,11353.6,136.25
Sannoth Crossing / Ghoga Crossing,28.819901,77.063707,92,92,0.0030287733467945,0.0212961482180912,0.0005144243785405,"Sannoth Crossing / Ghoga Crossing (24 m), Sannoth Crossing / Ghoga Crossing (30 m), Sannoth Crossing / Ghoga Crossing (35 m), Sannoth Crossing / Ghoga Crossing (42 m), Sannoth Xing (56 m)",Samaypur Badli,Yellow Line,11073.48,132.89
Vishal Bagh,28.829277,77.073326,13,13,0.002776375567895,0.009636618040317,0.0004482441605829,"Vishal Enclave (Bawana Road) (102 m), Vishal Enclave (Bawana Road) (113 m), Vishal Bagh (446 m), Bharat Mata School (507 m), Kaushal Devi Netraheen Ashram (543 m)",Samaypur Badli,Yellow Line,11324.62,135.9
Bharat Mata School,28.832922,77.076468,52,52,0.0017667844522968,0.0022518815279728,0.0002555458235552,"Vishal Bagh (64 m), Bharat Mata School (64 m), Maharaj Aggrasen Public School (397 m), Maharaja Agrassen School (417 m), SWATANTRA NAGAR (439 m)",Samaypur Badli,Yellow Line,11497.57,137.98
Maharaj Aggrasen Public School,28.83569,77.079048,1,1,0.000504795557799,9.024126658222412e-05,7.506183427192961e-05,"Maharaja Agrassen School (25 m), SWATANTRA NAGAR (42 m), Maharaja Agrassen School (100 m), Maharaja Aggsen Publ Scl (167 m), Swatantra Ngr (255 m)",Samaypur Badli,Yellow Line,11632.54,139.6
Narela Rly Xing,28.842342,77.087387,5,5,0.0017667844522968,0.0003375801390421,0.0001859340711796,"Swatantra Ngr (70 m), NARELA OLD MANDI (73 m), LAMPUR MORE (90 m), BAL BICHU GHAR (131 m), New Anaj Mandi Xing (133 m)",Samaypur Badli,Yellow Line,11915.96,143.0
Narela Mandi,28.845882,77.088654,7,7,0.0020191822311963,0.0007654989000249,0.0002467431081838,"Old Anaj Mandi (69 m), Narela Primary School (132 m), LAMPUR MORE (334 m), BAL BICHU GHAR (351 m), New Anaj Mandi Xing (355 m)",Samaypur Badli,Yellow Line,12224.11,146.7
Taj Pur More,28.583488,77.010811,18,18,0.0022715800100959,0.0090746858954828,0.0005997375571823,"Taj Pur More (13 m), Goyla Primary School (70 m), Taj Pur More (75 m), Goyla Primary School (79 m), Taj Pur More (96 m)",Dwarka Sector 14,Blue Line,2553.43,30.64
Goyla Primary School,28.58391,77.010162,2,2,0.000504795557799,0.0001618573174476,0.0001329773443703,"Goyla Primary School (16 m), Taj Pur More (79 m), Taj Pur More (92 m), Taj Pur More (152 m), Taj Pur More (171 m)",Dwarka Sector 14,Blue Line,2553.38,30.64
Goyla School,28.588902,77.006271,2,2,0.000504795557799,0.0001217629098226,0.0001883735642307,"Goyla School (64 m), Goyla Village (255 m), Goyla Village (280 m), Shyam Vihar (627 m), Goyla Primary School (672 m)",Dwarka Sector 14,Blue Line,2428.41,29.14
Shyam Vihar,28.591403,77.000404,6,6,0.0010095911155981,0.0012901930794027,0.0002805034337227,"Shyam Vihar (18 m), Goyla School (575 m), Goyla School (637 m), Goyla Dairy Crossing (636 m), adhyapak nagar (697 m)",Najafgarh,Grey Line,2910.34,34.93
Goyla Dairy Crossing,28.590944,76.993919,1,1,0.000504795557799,1.9031255566270545e-06,0.000123799211585,"Jathikra Xing (68 m), Najaf Garh Delhi Gate (83 m), Goela Dairy Crossing (127 m), Goela Dairy Crossing (133 m), adhyapak nagar (186 m)",Najafgarh,Grey Line,2622.14,31.47
Deen Pur,28.593433,76.991806,2,2,0.0007571933366986,0.0003455338785006,0.0001014362199728,"Deenpur Village (14 m), Deen Pur (33 m), Deenpur Village (69 m), Goela Dairy Crossing (217 m), Goela Dairy Crossing (221 m)",Najafgarh,Grey Line,2285.22,27.42
Rama Park,28.619965,77.03672,83,83,0.0020191822311963,0.0122226169769806,0.0002942155555456,"Rama Park (16 m), Rama Park (36 m), Rama Park (50 m), Sewak Park (184 m), Mohan Garden (239 m)",Shiv Vihar,Pink Line,297.14,3.57
West Blk Frd Enc,28.693859,77.027893,5,5,0.0017667844522968,0.000577169810091,0.0003690417327968,"Mundka Railway Station (271 m), Mundka Railway Station (335 m), Rani Khera Depot Crossing (436 m), Rani Khera Depot Crossing (462 m), Mundka Railway Xing (495 m)",Mundka,Green Line,1293.06,15.52
Rajdhani Park,28.682301,77.048698,125,125,0.0012619888944977,0.0008869682055238,0.0001954877054119,"Rajdhani Park (7 m), Rajdhani Park (58 m), Rajdhani Park (114 m), Qamruddin Nagar Terminal (511 m), Qamruddin Nagar Terminal (522 m)",Rajdhani Park,Green Line,464.66,5.58
MTNL,28.654757,77.203575,1,1,0.000504795557799,0.0,5.236988727221737e-05,"Delhi Jal Board (63 m), Guru Govind Singh Marg Crossing (92 m), Id Ghah (158 m), Mukhrajee Market (Rohtak Road) (168 m), MODEL BASTI-DC2845 (187 m)",Jhandewalan,Blue Line,1210.9,14.53
Shastri Park Pusta Road,28.6734560920041,77.2559118034194,20,20,0.0007571933366986,0.0,0.0001007311195442,"Shastri Park Pusta Road (73 m), Shastri Park GT Road (159 m), Shastri Park (173 m), Shastri Park (Petrol Pump) (217 m), Shastri Park GT Road (383 m)",Shastri Park,Red Line,787.27,9.45
Zero Pusta,28.677817,77.25655,18,18,0.0012619888944977,0.0013969131341755,0.0002162359686943,"Zero Pusta (23 m), Kaithwara (48 m), Kaithwara (53 m), New Usman Pur Pusta No-1 (243 m), New Usman Pur Pusta No-1 (244 m)",Shastri Park,Red Line,1216.26,14.6
New Usman Pur Pusta No-1,28.679967,77.256017,25,25,0.0010095911155981,0.0009730638206682,0.0002295550548748,"New Usman Pur Pusta No-1 (16 m), New Usmanpur pusta no1 (103 m), Zero Pusta (244 m), Zero Pusta (252 m), Kaithwara (289 m)",Shastri Park,Red Line,1407.12,16.89
Jagjit Nagar,28.68625,77.25435,28,28,0.0015143866733972,0.0009592209594484,0.0003095026011312,"Jagjit Nagar (22 m), Tisra Pushta (80 m), Tisra Pusta (90 m), Pusta No-2 (288 m), Pusta No-2 (295 m)",Shastri Park,Red Line,2028.98,24.35
Kartar Nagar,28.68945,77.25395,27,27,0.0012619888944977,0.0007592967989741,0.0003145209002533,"Kartar Nagar (21 m), Tisra Pusta (268 m), Tisra Pushta (278 m), Jagjit Nagar (352 m), Jagjit Nagar (357 m)",Shyam Park,Red Line,1757.08,21.09
Gamri Ext / Pusta 5,28.695467,77.254783,14,14,0.0007571933366986,0.0011241368104192,0.0002703280458808,"Gamri Extn Pusta No.5 (42 m), Garhi Maidu (420 m), Garhi Maidu (495 m), Kartar Nagar (670 m), Kartar Nagar (672 m)",Shyam Park,Red Line,1387.25,16.65
Garhi Maidu,28.6999,77.2554,28,28,0.0015143866733972,0.0027230092172433,0.0003593043024349,"Garhi Maidu (79 m), Khajuri Pusta (390 m), Khajuri (450 m), Gamri Ext / Pusta 5 (495 m), Gamri Extn Pusta No.5 (531 m)",Shyam Park,Red Line,1282.35,15.39
Khajuri Pusta,28.703395,77.255824,9,9,0.0015143866733972,0.0033377542782616,0.0003311913666693,"Khajuri (67 m), Khajuri (176 m), Khajuri (197 m), Khajuri (207 m), Khajuri Circle (262 m)",Shyam Park,Red Line,1335.73,16.03
