stop_name,stop_lat,stop_lon,Routes Passing,Trips Passing,Degree,Betweenness,Score,Nearby Stops,Nearest Metro,Metro Line,Metro Distance (m),Walking Time (min)
Jahangirpuri GT Road,28.7266,77.162,58,58,0.0025239777889954,0.0022219218072722,0.0003059585146892,"Jahangir Puri Crossing (63 m), Jahangir Puri Crossing (67 m), Jahangir Puri Crossing (67 m), Jahangir Puri Metro Station (88 m), Jahangirpuri GT Road (127 m)",Jahangirpuri,Yellow Line,94.77,1.14
Rohini Jail,28.7273,77.1432,2,2,0.0007571933366986,1.6484883659126032e-05,0.000136451817222,"Jail Road Rohini Sec 18 (6 m), Jail Road Rohini Sec 18 (28 m), PS Badli (254 m), PS Badli (281 m), Badli Crossing (314 m)",Haiderpur,Yellow Line,681.9,8.18
Badli School,28.732,77.1401,16,16,0.0020191822311963,0.0010226580439432,0.0002563963533916,"Badli Village (7 m), Badli Village (38 m), Jail Road Sector 18 (136 m), Badli School (148 m), Badli School (163 m)",Rohini Sector 18,Yellow Line,704.01,8.45
Rohini Sec-18 Police Chowki,28.7388,77.1357,3,3,0.0012619888944977,6.071969255864144e-05,0.0001986958801323,"Rohini Sec 18 (11 m), Rohini Sec 18 (25 m), Rohini Sec-18 Police Chowki (29 m), Badli Factory Area (255 m), Rohini Sec 18 Pocket A (343 m)",Rohini Sector 18,Yellow Line,406.76,4.88
DSI DC Bawana,28.7925,77.038,1,1,0.000504795557799,0.000404747366652,0.0001723383795267,"Aditi College Bawana (222 m), Aditi College Bawana (290 m), Bawana Sec 1 Cluster Depot (413 m), Bawana Sec 1 Cluster Depot (431 m), Bawana School (470 m)",Rithala,Red Line,10430.27,125.17
Bawana,28.7995,77.0352,2,2,0.0007571933366986,5.162595839002464e-05,0.0001670286405559,"Bawana Sec 5 (48 m), Bawana Village Chowk (61 m), Bawana Village Narela Road (72 m), Bawana Village (86 m), Bawana Village (90 m)",Rithala,Red Line,11202.17,134.43
Bawana JJ Colony A-Block,28.8099,77.0518,7,7,0.0015143866733972,0.0011993158435907,0.0003458400643325,"Bawana JJ Colony KL- Block (120 m), Bawana JJ Colony A-Block (125 m), Air Force Station Bawana (127 m), Bawana JJ Colony (215 m), Bawana JJ Colony (221 m)",Rithala,Red Line,11258.56,135.11
Dwarika Sec-14 Metro Station,28.5997,77.0291,2,2,0.000504795557799,9.458781575746024e-06,0.0002663596861427,"MIG DDA Flats Pkt B (191 m), Bodhik Sampda Bhawan (354 m), Bodhik Sampda Bhawan (358 m), SFS Flats Dwarka Sec 13 (393 m), dwarika sec-14 metro stn. (408 m)",Dwarka Sector 14,Blue Line,417.83,5.01
Dwarka LIG Flats Sec- 14,28.6047,77.0341,1,1,0.000504795557799,0.0005106760939372,0.000191480287168,"DDA Flats Sec 14 Dwarka (20 m), Dwarka Sec 13 Pkt 1 (24 m), Dwarka Sec-13/14 Xing (29 m), Dwarka LIG Flats Sec-14 (193 m), Dwarka Sec 13 (239 m)",Dwarka Sector 13,Blue Line,854.14,10.25
Sec 5/11 Xing,28.5961,77.0505,4,4,0.0012619888944977,0.0021876432672674,0.0004530802790511,"Sec 5/11 Xing (30 m), Dwarka sec 4 / 5 Xing (175 m), Dwarka sec 4 / 5 Xing (216 m), Dwarka Sector-6/10- 5/11 Xing (870 m), Dwarka Sector-6/10- 5/11 Xing (880 m)",Dwarka Sector 11,Blue Line,1074.88,12.9
Bankner Village,28.850842,77.076805,24,24,0.000504795557799,0.0025214289601249,0.0001141028029482,"Bankner Village (40 m), Sarvodaya Vidyalaya Bankner (325 m), New Basti Bankner (345 m), New Basti Bankner (353 m), Sarvodaya Vidyalaya Bankner (360 m)",Samaypur Badli,Yellow Line,13214.15,158.58
New Basti Bankner,28.851418,77.080363,24,24,0.0015143866733972,0.0038561029312361,0.0003669040845209,"New Basti Bankner (15 m), Bankner Village (316 m), Bankner Village (353 m), Sarvodaya Vidyalaya Bankner (671 m), Bankner Crossing (683 m)",Samaypur Badli,Yellow Line,13117.66,157.42
Bankner Crossing,28.850725,77.087612,19,19,0.0007571933366986,3.7287034388695966e-06,0.0001089634904694,"Bankner Crossing (31 m), Narela Terminal (145 m), Narela Terminal (178 m), Police Station Narela (301 m), Police Station Narela (314 m)",Samaypur Badli,Yellow Line,12757.76,153.1
Narela Terminal,28.851958,77.088107,74,74,0.0042907622412922,0.0033044898379669,0.0007744067121542,"Narela Terminal (34 m), Bankner Crossing (145 m), Police Station Narela (156 m), Bankner Crossing (163 m), Police Station Narela (169 m)",Samaypur Badli,Yellow Line,12865.36,154.39
Police Station Narela,28.853311,77.088548,50,50,0.0015143866733972,0.0008465600834732,0.0002103764763853,"Police Station Narela (14 m), Narela Terminal (123 m), Narela Terminal (156 m), Safiyabad Crossing (198 m), Safiyabad Crossing (205 m)",Samaypur Badli,Yellow Line,12988.0,155.86
Safiyabad Crossing,28.854965,77.089322,43,43,0.0012619888944977,0.0010671083665993,0.0001844763558863,"shafiabad more (9 m), Safiyabad Crossing (42 m), Police Station Narela (185 m), Police Station Narela (198 m), Narela Terminal (320 m)",Samaypur Badli,Yellow Line,13130.51,157.57
Ramdev Chowk / Pitori Johad,28.857713,77.092846,55,55,0.0030287733467945,0.0006653261580725,0.0004270642577198,"Ramdev Chowk Narela Terminal (119 m), Ramdev Chowk Pithori Jhori (140 m), Ramdev Chowk Narela Terminal (249 m), Narela A-5 (411 m), Narela A-6 / CPJ College (417 m)",Samaypur Badli,Yellow Line,13295.98,159.56
Narela A-6 / CPJ College,28.857684,77.097117,41,41,0.0012619888944977,6.34072604760331e-06,0.000138337256945,"Narela Sec 5/8 (174 m), Narela Sec 5/8 (212 m), Narela Sec 5/6 (324 m), A-5/6 Narela X-ing (309 m), State Bank Of Allahbad (338 m)",Samaypur Badli,Yellow Line,13159.74,157.92
State Bank Of Allahbad,28.854724,77.097933,32,32,0.0010095911155981,9.548052945649892e-05,0.0001171028756432,"narela sector 5/6 crossing (20 m), Narela Sec 5/6 (21 m), Narela Pocket 13 / A-9 (327 m), Sec A-9 Narela (328 m), Narela A-6 / CPJ College (338 m)",Samaypur Badli,Yellow Line,12823.06,153.88
Sec A-9 Narela,28.851769,77.097906,49,49,0.0030287733467945,0.0015661585623797,0.0004607646624771,"Narela Pocket 13 / A-9 (6 m), A 9 Narela (36 m), narela sector 5/6 crossing (308 m), Narela Pocket 13 / A-6 (313 m), State Bank Of Allahbad (328 m)",Samaypur Badli,Yellow Line,12512.62,150.16
Narela Pocket 13 / A-9,28.851771,77.097849,38,38,0.0025239777889954,0.0022002452319413,0.0005172528830687,"Sec A-9 Narela (6 m), A 9 Narela (33 m), narela sector 5/6 crossing (308 m), Narela Pocket 13 / A-6 (314 m), State Bank Of Allahbad (327 m)",Samaypur Badli,Yellow Line,12514.58,150.18
Narela Pocket 13 / A-6,28.848993,77.098485,32,32,0.0010095911155981,0.0,0.0001518689145731,"A 9 Narela (290 m), Sec A-9 Narela (313 m), Narela Pocket 13 / A-9 (314 m), S.Raja Harish Chander Hospital (549 m), narela sector 5/6 crossing (618 m)",Samaypur Badli,Yellow Line,12202.89,146.44
Raja Harish Chandra Hospital,28.840804,77.10202,41,41,0.0035335689045936,0.0084830617026628,0.000760921762666,"Satyawadi Raja Harishchander Hospital (39 m), S Raja Harishchandra Hospital (113 m), Harish Chandra Hospital (226 m), Narela B599 Raja Harish Chandra Hospital (265 m), Kasturi Ram School (484 m)",Samaypur Badli,Yellow Line,11232.74,134.8
Kasturi Ram School,28.837226,77.098578,43,43,0.0017667844522968,0.0221416102219446,0.0006190825936149,"Kasturi Ram School (66 m), Harish Chandra Hospital (370 m), Narela B599 Raja Harish Chandra Hospital (369 m), S Raja Harishchandra Hospital (461 m), Satyawadi Raja Harishchander Hospital (488 m)",Samaypur Badli,Yellow Line,10971.25,131.66
Babu Jag Jeevan Ram Colony,28.832968,77.093401,17,17,0.0007571933366986,0.0001049547301178,8.200723466812452e-05,"Babu Jag Jeevan Ram Colony (14 m), Munim Ji ka bagh (276 m), Munim Ji Ka Bagh (376 m), Munim Ji Ka Bagh (392 m), Munim Ji Ka Bagh (422 m)",Samaypur Badli,Yellow Line,10727.37,128.73
Bhor Garh,28.829124,77.094652,33,33,0.0015143866733972,0.0014522428708545,0.00033098713598,"Bhor Garh (15 m), Babu Jag Jeevan Ram Colony (443 m), Babu Jag Jeevan Ram Colony (452 m), Munim Ji ka bagh (719 m), Munim Ji Ka Bagh (819 m)",Samaypur Badli,Yellow Line,10288.82,123.47
DSIDC Narela,28.821359,77.100732,32,32,0.0007571933366986,0.0008740340036629,0.0001113166519928,"DSIDC Narela (18 m), Narela ITI / Narela Depot (124 m), Narela ITI / Narela Depot (130 m), Shahpur Garhi (438 m), Shahpur Garhi (489 m)",Samaypur Badli,Yellow Line,9261.56,111.14
Narela ITI / Narela Depot,28.820309,77.101315,16,16,0.000504795557799,0.0,5.511899882647471e-05,"Narela ITI / Narela Depot (18 m), DSIDC Narela (117 m), DSIDC Narela (130 m), Shahpur Garhi (309 m), Shahpur Garhi (359 m)",Samaypur Badli,Yellow Line,9132.17,109.59
Shahpur Garhi,28.817344,77.1028,32,32,0.0015143866733972,0.0010344616792543,0.0003113150817873,"Shahpur Garhi (55 m), Narela ITI / Narela Depot (359 m), Narela ITI / Narela Depot (365 m), DSIDC Narela (475 m), DSIDC Narela (489 m)",Samaypur Badli,Yellow Line,8773.02,105.28
Holambi Kalan Crossing,28.809357,77.10746,25,25,0.0020191822311963,0.0026741807873068,0.0003801716153036,"Holambi Kalan Crossing (42 m), Holambi Kalan Crossing (47 m), Arvind Farm (512 m), T Point Narela Road (614 m), Holambi Kalan Fatak (848 m)",Samaypur Badli,Yellow Line,7780.41,93.37
Jeet Farm,28.800239,77.114663,8,8,0.0007571933366986,4.4003690499128934e-07,0.0001049235650488,"Holambi Khurd Crossing (434 m), T Point Narela Road (617 m), Minda Farm (640 m), Minda Farm (646 m), Arvind Farm (720 m)",Samaypur Badli,Yellow Line,6581.59,78.98
Holambi Khurd Crossing,28.797139,77.117385,18,18,0.0020191822311963,0.0009139989034371,0.0004381377887103,"Jeet Farm (434 m), Minda Farm (693 m), Minda Farm (696 m), T Point Narela Road (1051 m), Alipur Garhi (978 m)",Samaypur Badli,Yellow Line,6168.03,74.02
Alipur Garhi,28.79804,77.127346,23,23,0.0022715800100959,0.0135781387974492,0.0007775146397471,"Alipur Village (572 m), Holambi Khurd Crossing (978 m), Alipur Garhi (1130 m), Alipur Cpwd Office (1158 m), Mcd Rest H (1177 m)",Samaypur Badli,Yellow Line,6016.36,72.2
Alipur Village,28.797253,77.133138,17,17,0.0010095911155981,3.799269380441589e-05,0.0001178875412017,"Alipur Garhi (572 m), Alipur Cpwd Office (614 m), Alipur (613 m), Alipur Village GT Road (617 m), Durga Mandir A (628 m)",Samaypur Badli,Yellow Line,5855.33,70.27
Alipur Village GT Road,28.796617,77.1396,100,100,0.0030287733467945,0.0180715623653744,0.0003556978030168,"Ali Pur Gt Road (8 m), Alipur Village GT Road (25 m), Alipur (28 m), Durga Mandir A (37 m), Alipur Cpwd Office (245 m)",Samaypur Badli,Yellow Line,5764.87,69.18
Mcd Store,28.793717,77.142333,25,25,0.0010095911155981,6.37858094506488e-05,0.0001221166271407,"Jind Pur Crossing (185 m), Budh Pur Vill (192 m), Alipur Block (210 m), Bdo Office (252 m), BDO Office (254 m)",Samaypur Badli,Yellow Line,5456.46,65.48
Budhpur GT Road,28.782107,77.141601,113,113,0.0020191822311963,0.0181464252052791,0.0003917981129387,"Budhpur GT Road (55 m), Budhpur (69 m), Jain Mandir (488 m), Jain Mandir (559 m), Sai Mandir (725 m)",Samaypur Badli,Yellow Line,4167.97,50.02
Jain Mandir,28.77715,77.142633,119,119,0.0025239777889954,0.0268444249009592,0.0003697071718235,"Jain Mandir (86 m), Nangli Poona (GT Road) (336 m), Nangli Puna (473 m), Harguru Govind Sarover (494 m), Nangli Punam (507 m)",Samaypur Badli,Yellow Line,3630.97,43.57
Nangli Poona (GT Road),28.774167,77.143267,55,55,0.0012619888944977,0.0025300670287373,0.0002189708416262,"Nangli Puna (142 m), Harguru Govind Sarover (158 m), Nangli Punam (174 m), Nangli Poona (243 m), Nangli Poona More (248 m)",Samaypur Badli,Yellow Line,3311.44,39.74
Gurudwara Siraspur GT Road,28.764956,77.146126,135,135,0.0015143866733972,0.0040660498613522,0.0002730178565834,"Gurudwara (23 m), Harguru Govind Sarover (28 m), Gurudwara (79 m), Gurudwara Siraspur GT Road (80 m), Swaroop Nagar GT Road (766 m)",Samaypur Badli,Yellow Line,2381.48,28.58
Swaroop Nagar GT Road,28.758318,77.148305,146,146,0.0025239777889954,0.0073842429393816,0.0005119261403966,"Swaroop Nagar GT Road (12 m), Swaroop Nagar GT Road (71 m), Saroop Nagar (79 m), Libas Pur GT Road (657 m), Gurudwara Siraspur GT Road (766 m)",Samaypur Badli,Yellow Line,1807.7,21.69
Libas Pur GT Road,28.75027,77.15075,153,153,0.0030287733467945,0.0152342010689359,0.0005912912050685,"Libas Pur GT Road (278 m), Saroop Nagar (885 m), Samay Pur (855 m), Yadav Nagar (898 m), Samaypur School (869 m)",Samaypur Badli,Yellow Line,1371.03,16.45
Sanjay Gandhi Transport Nagar,28.7402,77.154,76,76,0.0025239777889954,0.0201527760521394,0.0003647154517938,"Sanjay Gandhi Transport Nagar (78 m), Mukraba Chowk / Sanjay Gandhi Transport Nagar (192 m), Mukarba Chowk (596 m), GTK ByPass (599 m), GTK ByPass (629 m)",Haiderpur,Yellow Line,1203.92,14.45
Jahangirpuri GT Road (Metro Station),28.7257,77.163,73,73,0.0022715800100959,0.0017073274465126,0.0002621329582494,"Jahangirpuri GT Road (20 m), Jahangir Puri GT Road-Metro St (27 m), Jahangirpuri GT Road (31 m), Jahangir Puri Metro Station (38 m), Jahangir Puri GT Road (70 m)",Jahangirpuri,Yellow Line,44.98,0.54
Mahindra Park,28.721715,77.166162,128,128,0.003281171125694,0.0100247622074657,0.0004669950337214,"Mahindra Park (26 m), Jahangir Puri Gt Road (111 m), Sarai Pipal Thala (154 m), Sarai Peepal Thala (165 m), Jahangirpuri GT Road (471 m)",Jahangirpuri,Yellow Line,582.89,6.99
Sarai Pipal Thala,28.7206,77.1671,113,113,0.0025239777889954,0.0011087670752175,0.0003621259844606,"Sarai Peepal Thala (23 m), Jahangir Puri Gt Road (49 m), Mahindra Park (149 m), Mahindra Park (154 m), Adarsh Nagar Metro Station (443 m)",Adarsh Nagar,Yellow Line,687.31,8.25
Adarsh Nagar Metro Station,28.717467,77.169917,107,107,0.0020191822311963,0.0006153596947806,0.0002971400212165,"Adarsh Nagar / Bharola Village (195 m), Sabji Mandi Azadpur (410 m), New Sabzi Mandi (417 m), New Sabzi Mandi (418 m), Sarai Peepal Thala (435 m)",Adarsh Nagar,Yellow Line,425.96,5.11
New Sabzi Mandi,28.714415,77.172422,167,167,0.0030287733467945,0.0006341029717168,0.0005353276151679,"Sabji Mandi Azadpur (22 m), New Sabzi Mandi (24 m), New Sabzi Mandi (58 m), Adarsh Nagar / Bharola Village (225 m), Adarsh Nagar Metro Station (418 m)",Adarsh Nagar,Yellow Line,501.58,6.02
Azadpur Terminal (Bara Bagh Road),28.7065332223827,77.1792795874857,47,47,0.0017667844522968,0.0002121041735183,0.0002859695176142,"Azadpur Terminal (150 m), Azad Pur Terminal (153 m), Azadpur Terminal (157 m), Azadpur Terminal (159 m), Azadpur Terminal (164 m)",Azadpur,Yellow Line,385.37,4.62
Bara Bagh,28.7017,77.1831,104,104,0.0017667844522968,0.0017580870485558,0.000317810573868,"Bara Bagh (29 m), Gujranwala Town (270 m), Gujranwala Town (301 m), Model Town III (509 m), Model Town III (536 m)",Azadpur,Yellow Line,990.21,11.88
Gujranwala Town,28.6995,77.1849,104,104,0.0007571933366986,0.0043223382961237,0.0001090940628158,"Gujranwala Town (41 m), Telephone Exchange (255 m), Bara Bagh (301 m), Bara Bagh (319 m), Telephone Exchange (330 m)",Model Town,Yellow Line,957.11,11.49
Telephone Exchange,28.6971,77.1869,204,204,0.0050479555779909,0.0402987293464354,0.0007464333270707,"Telephone Exchange (82 m), Harmilap Mission (133 m), Harmilap Mission (183 m), State Bank Colony (188 m), Harmilap Mission (227 m)",Model Town,Yellow Line,931.27,11.18
State Bank Colony,28.6954,77.1883,96,96,0.0015143866733972,0.0006874479648602,0.0003087535811742,"Harmilap Mission (8 m), State Bank Colony (54 m), Harmilap Mission (56 m), Harmilap Mission (105 m), Harmilap Ashram (188 m)",Model Town,Yellow Line,983.02,11.8
Gurudwara Nanak Pyau,28.691,77.192,101,101,0.0025239777889954,0.0085312308907267,0.0005888123881282,"Gurudwara Nanak Pyau (30 m), Gurudwara Nanak Piou (66 m), Nanak Piyau / DTC Colony (68 m), Nanak Piyau / DTC Colony (77 m), Kalyan Vihar- (158 m)",Model Town,Yellow Line,1312.73,15.75
Rana Pratap Bagh,28.6882666666667,77.1937,105,105,0.0012619888944977,0.002381410522335,0.0001543973747694,"Rana Pratap Bagh (98 m), Kalyan Vihar- (188 m), Kalyan Vihar (186 m), Nanak Piyau / DTC Colony (321 m), Nanak Piyau / DTC Colony (337 m)",Model Town,Yellow Line,1601.42,19.22
Gur Mandi,28.6848,77.1963,106,106,0.0022715800100959,0.0065079847887732,0.0005790468517671,"Gur Mandi (40 m), Roop Nagar / Shakti Nagar (GT Road) (253 m), Roop Nagar (GT Road) (265 m), Rana Pratap Bagh (461 m), Shakti Nagar Nangia Park (493 m)",GTB Nagar,Yellow Line,1777.53,21.33
Roop Nagar / Shakti Nagar (GT Road),28.682832,77.197614,48,48,0.0025239777889954,0.0008820972922271,0.000417805619695,"Roop Nagar (GT Road) (27 m), Gur Mandi (253 m), Gur Mandi (288 m), Shakti Nagar Nangia Park (306 m), P.S. Kamla Nagar (312 m)",Pratap Nagar,Red Line,1818.97,21.83
Clock Tower,28.677617,77.201567,137,137,0.002776375567895,0.0027640067264386,0.0004339872548369,"Clock Tower (25 m), BIRLA MILL (177 m), Birla Mills (177 m), Birla Mill (176 m), Clock Tower (230 m)",Pratap Nagar,Red Line,1252.33,15.03
Roshnara Bagh,28.6733,77.2018,137,137,0.0015143866733972,0.0028127344357746,0.0003048403608562,"punjabi basti (152 m), Roshnara Bagh (207 m), Clock Tower (233 m), Clock Tower (257 m), Mata Mandir Roshanara Road (367 m)",Pratap Nagar,Red Line,792.24,9.51
Roshnara Road,28.669249,77.20455,135,135,0.0017667844522968,0.0003355205143603,0.0002028281138277,"Roshnara Road (26 m), Roshnara Road (53 m), Mata Mandir Roshanara Road (212 m), PS Sabzi Mandi / Ice Factory (295 m), Ice Factory (Roshanara Road) (340 m)",Pul Bangash,Red Line,431.57,5.18
Ice Factory (Nityanand Marg),28.6676101,77.210806,17,17,0.0015143866733972,0.0002478734761654,0.0001974602167973,"Ice Factory (Rani Jhansi Road) (3 m), PALACE CINEMA (178 m), Ice Factory (Rani Jhansi Road) (178 m), Ice Factory (Rani Jhansi Road) (236 m), Pulbungash (238 m)",Pul Bangash,Red Line,348.33,4.18
St Stephen Hospital,28.667356,77.215047,171,171,0.0022715800100959,0.0140689118504408,0.0003136226555591,"St Stephen Hospital (32 m), St Stephen Hospital (73 m), Tees Hazari Animal Hospital Mori Gate (324 m), Aruna Asaf Ali Hospital (318 m), Aruna Asaf Ali Hospital (348 m)",Tis Hazari,Red Line,156.51,1.88
Tees Hazari Court,28.666864,77.218926,174,174,0.0030287733467945,0.0043558825933679,0.000436429394651,"Tees Hazari Court (40 m), Mori Gate (224 m), Mori Gate Terminal (276 m), Aruna Asaf Ali Hospital (314 m), Mori Gate Terminal (302 m)",Tis Hazari,Red Line,226.59,2.72
ISBT Kashmere Gate (Lothian Road),28.665616,77.230079,110,110,0.003281171125694,0.0016735718953364,0.0004600351232959,"Guru Govind Singh University (Kashmere Gate) (17 m), Guru Govind Singh University (Kashmere Gate) (32 m), ISBT Kashmere Gate (40 m), Guru Govind Singh University (Kashmere Gate) (51 m), ISBT Kashmere Gate (145 m)",Chandni Chowk,Yellow Line,567.33,6.81
Guru Govind Singh University (Kashmere Gate),28.665677,77.230238,229,229,0.003281171125694,0.0012093967264762,0.0002483441377878,"ISBT Kashmere Gate (Lothian Road) (17 m), Guru Govind Singh University (Kashmere Gate) (40 m), ISBT Kashmere Gate (45 m), Guru Govind Singh University (Kashmere Gate) (53 m), ISBT Kashmere Gate (148 m)",Chandni Chowk,Yellow Line,575.08,6.9
GPO,28.661738,77.235311,229,229,0.0025239777889954,0.0027398178667073,0.0005433858886678,"GPO (76 m), Kouria Bridge (174 m), Kouria Bridge (202 m), Hanuman Mandir / Yamuna Bazar (207 m), Kouria Bridge (224 m)",Chandni Chowk,Yellow Line,557.74,6.69
GGS IP University,28.5952217,77.0219607,9,9,0.000504795557799,0.0001258133146872,0.0001494254470671,"Dwarka S 16 C (14 m), GGS IP University (31 m), Dwarka Sec 16C/GGS IP University (278 m), Dwarka Sec 16C/GGS IP University (282 m), National Law University Delhi (373 m)",Dwarka Sector 14,Blue Line,871.78,10.46
Int Law University Sec 14 Dwarka,28.6006906,77.0222927,8,8,0.000504795557799,0.0001057715051613,0.0001814269183363,"Int Law University Sec 14 Dwarka (134 m), National Law University Delhi (239 m), National Law University Delhi (287 m), Dwarka Sec 14 Metro Station (360 m), dwarika sec-14 metro stn. (374 m)",Dwarka Sector 14,Blue Line,398.0,4.78
Dwarka Sec 14 Metro Station,28.602767,77.025817,10,10,0.0007571933366986,0.0004881929258124,0.0002853751414204,"Dwarka Sec 14 Metro Station (65 m), dwarika sec-14 metro stn. (87 m), Int Law University Sec 14 Dwarka (414 m), Dwarika Sec-14 Metro Station (468 m), Int Law University Sec 14 Dwarka (487 m)",Dwarka Sector 14,Blue Line,58.6,0.7
MIG DDA Flats Pkt B,28.600767,77.030633,4,4,0.000504795557799,0.0006737894060169,0.0001886462838321,"Dwarika Sec-14 Metro Station (191 m), SFS Flats Dwarka Sec 13 (203 m), Dwarka LIG Flats Sec-14 (362 m), dwarika sec-14 metro stn. (489 m), Dwarka Sec 14 Metro Station (521 m)",Dwarka Sector 13,Blue Line,504.34,6.05
DDA Flats Sec 14 Dwarka,28.604867,77.034167,4,4,0.0007571933366986,0.001176525570775,0.0001610098943181,"Dwarka LIG Flats Sec- 14 (20 m), Dwarka Sec 13 Pkt 1 (30 m), Dwarka Sec-13/14 Xing (29 m), Dwarka LIG Flats Sec-14 (212 m), Dwarka Sec 13 (225 m)",Dwarka Sector 13,Blue Line,873.05,10.48
Dwarka More Metro Station (Sewak Park),28.6193619889124,77.0331014179019,57,57,0.0020191822311963,0.0032337130597728,0.0003562703787947,"Sewak Park Dwarka More Metro Station (63 m), Kakrola More (130 m), Dwarka More Metro Station (Terminal) (210 m), Rama Park (345 m), Rama Park (346 m)",Dwarka Mor,Blue Line,18.32,0.22
Mohan Garden,28.62029,77.039178,116,116,0.0020191822311963,0.0042645780448097,0.0002079878167648,"Pipal Wala Road Crossing Mohan Garden (2 m), Mohan Garden (27 m), Pipal Wala Road Crossing Mohan Garden (27 m), Sewak Park (65 m), Mohan Garden (72 m)",Shiv Vihar,Pink Line,476.86,5.72
Kiran Garden,28.620876,77.049338,116,116,0.0007571933366986,3.1860360881033284e-08,0.0001248827855598,"Kiran Garden (53 m), Kiran Garden (94 m), Kiran Garden (94 m), Kiran Garden (98 m), Om Vihar (217 m)",Nawada,Blue Line,421.81,5.06
Prem Nagar,28.621946,77.056321,173,173,0.0058051489146895,0.1166890419640078,0.0013331117746792,"Uttam Nagar West (13 m), Prem Nagar (39 m), Prem Nagar (54 m), Prem Nagar (97 m), Om Vihar (370 m)",Uttam Nagar West,Blue Line,63.11,0.76
Rohini West Metro Station,28.715,77.115,38,38,0.0020191822311963,0.0003285456563791,0.0002945014363718,"Rohini West Metro Station (53 m), Rohini Depot 1 Sec 6 (Ambedkar Hospital) (133 m), Rohini Depot 1 Sec 6 (220 m), Rohini Sec-9 /7 (253 m), Rajeev Gandhi Cancer Hospital (400 m)",Rohini West,Red Line,37.92,0.46
Rohini Depot 1 Sec 6 (Ambedkar Hospital),28.7158,77.113983,21,21,0.0020191822311963,0.0016365991565594,0.0003687433468518,"Rohini West Metro Station (83 m), Rohini Depot 1 Sec 6 (88 m), Rohini West Metro Station (133 m), Rajeev Gandhi Cancer Hospital (267 m), Rajeev Gandhi Cancer Hospital (264 m)",Rohini West,Red Line,165.82,1.99
Rajeev Gandhi Cancer Hospital,28.71725,77.111833,23,23,0.0015143866733972,0.0015048864513552,0.0002183962806993,"Rajeev Gandhi Cancer Hospital (24 m), Rohini Depot 1 Sec 6 (183 m), Rohini Depot 1 Sec 6 (Ambedkar Hospital) (264 m), Rohini West Metro Station (347 m), Rohini West Metro Station (397 m)",Rohini West,Red Line,430.15,5.16
Rithala Metro Station,28.720558,77.108138,39,39,0.002776375567895,0.0044539631544899,0.000536445848509,"Rithala Metro Station (95 m), Rithala Metro Station (100 m), Rithala Vill Xing (108 m), Rithala Metro Station (109 m), Rohini sec-11  Pocket-A (327 m)",Rithala,Red Line,97.44,1.17
A Block Sec 11 Rohini,28.7275560996203,77.1144553132442,6,6,0.000504795557799,9.389499154205538e-05,0.000133641860332,"A Block Sec 11 Rohini (58 m), Rohini sec- 11 Pocket- A (217 m), B2 Sec 11 Rohini (433 m), B2 Sec 11 Rohini (450 m), Rohini SFS Flats (629 m)",Rithala,Red Line,1031.81,12.38
B2 Sec 11 Rohini,28.730637,77.117173,6,6,0.0007571933366986,0.0002890518532684,0.0001283010486029,"B2 Sec 11 Rohini (34 m), Rohini SFS Flats (197 m), Rohini Sec 11 (352 m), Rohini Sec-11 (Aggarwal Sabha) (378 m), A Block Sec 11 Rohini (433 m)",Rithala,Red Line,1462.85,17.55
Rohini Sec 16 (T),28.7434788549087,77.1215186882902,7,7,0.000504795557799,0.0,8.480076630311162e-05,"Rohini Sec 16 (T) (26 m), Delhi Coll Of Eng Shad (36 m), Rohini Sec16 Xing (108 m), Rohini Sec-16 Xing (122 m), Rohini Sec-16 Xing (135 m)",Samaypur Badli,Yellow Line,1640.63,19.69
Khajuri,28.70466,77.254266,103,103,0.0030287733467945,0.0245426737240509,0.0005798217091174,"Khajuri (14 m), Khajuri Pusta (207 m), Khajuri (207 m), Khajuri Circle (219 m), Khajuri (230 m)",Shyam Park,Red Line,1531.55,18.38
Rajeev Nagar,28.704949,77.247307,31,31,0.003281171125694,0.035741618051115,0.0007391985853981,"Gurudwara Nanak Sar Crossing (Signature Bridge) (22 m), Gurudwara Nanak Sar Crossing (Signature Bridge) (56 m), Nanaksar Gurudwara Crossing (130 m), Rajeev Nagar (Signature Bridge) (134 m), Rajeev Nagar (Wazirabad Road) (380 m)",Shyam Park,Red Line,2176.59,26.12
Wazirabad Crossing Nehru Vihar Crossing,28.708918,77.22597,24,24,0.0015143866733972,0.0055574674487612,0.0003668929988307,"Nehru Vihar Xing (4 m), Nehru Vihar Crossing (34 m), Wazirabad Crossing GT Road (219 m), Police Station Timarpur (223 m), Nehru Vihar Terminal (270 m)",Vishwa Vidyalaya,Yellow Line,1890.9,22.69
Balak Ram Hospital,28.704925,77.223087,65,65,0.0017667844522968,0.0023561857126809,0.0002388977811455,"Balak Ram Hospital (52 m), Balak Ram Hospital (53 m), Police Station Timarpur (243 m), Police Station Timarpur (246 m), CGHC Dispensary (228 m)",Vishwa Vidyalaya,Yellow Line,1367.34,16.41
Timarpur,28.700681,77.221232,62,62,0.000504795557799,0.001336460460456,0.0001361717538162,"Timarpur (8 m), Timarpur (38 m), Education Office (Lucknow Rd) (231 m), Timar Pur Qrts (267 m), DDA Flats Lucknow Road (255 m)",Vishwa Vidyalaya,Yellow Line,892.39,10.71
